name,node,technology,max_mw,min_mw,heat_rate_slope_mmbtu_per_mwh,heat_rate_intercept_mmbtu_per_hr,fuel_cost_per_mmbtu,vom_cost_per_mwh,startup_cost,shutdown_cost,ramp_rate_mw_per_hr,min_up_time_hr,min_down_time_hr,num_units
Hydro 42,bus042,hydro,96.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.26,1,1,1
Hydro 43,bus099,hydro,111.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.93,1,1,1
ICE NG 01,bus112,natural_gas,3.25,0.0,7.8741200000000005,9.12,5.4,2.12,34.45,0.0,250.2,1,1,1
ICE NG 02,bus056,natural_gas,8.4,1.68,7.92292,15.81,5.4,1.91,44.52,0.0,60.0,5,3,1
ICE NG 03,bus065,natural_gas,8.4,1.68,7.92292,15.81,5.4,1.91,44.52,0.0,60.0,5,3,1
ICE NG 04,bus065,natural_gas,8.4,1.68,7.92292,15.81,5.4,1.91,44.52,0.0,60.0,5,3,1
ICE NG 05,bus077,natural_gas,8.4,1.68,7.92292,15.81,5.4,1.91,44.52,0.0,60.0,5,3,1
ICE NG 06,bus077,natural_gas,8.4,1.68,7.92292,15.81,5.4,1.91,44.52,0.0,60.0,5,3,1
ICE NG 07,bus034,natural_gas,8.4,1.68,7.92292,15.81,5.4,1.91,44.52,0.0,60.0,5,3,1
Solar 01,bus032,solar,746.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,746.76,1,1,1
Solar 02,bus092,solar,369.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369.26,1,1,1
Solar 03,bus054,solar,264.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.47,1,1,1
Solar 04,bus032,solar,4.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,1,1,1
Solar 05,bus018,solar,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,1,1,1
Solar 06,bus018,solar,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.33,1,1,1
Solar 07,bus018,solar,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1,1,1
Solar 08,bus018,solar,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51,1,1,1
Solar 09,bus018,solar,12.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.85,1,1,1
Solar 10,bus015,solar,9.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,1,1,1
Solar 11,bus015,solar,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.98,1,1,1
Solar 12,bus015,solar,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.54,1,1,1
Solar 13,bus015,solar,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,1,1,1
Solar 14,bus015,solar,11.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.71,1,1,1
Solar 15,bus015,solar,10.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.53,1,1,1
Solar 16,bus015,solar,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,1,1,1
Solar 17,bus015,solar,3.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,1,1,1
Solar 18,bus015,solar,12.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,1,1,1
Solar 19,bus015,solar,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1,1,1
Solar 20,bus015,solar,10.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.08,1,1,1
Solar 21,bus015,solar,18.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.42,1,1,1
Solar 22,bus015,solar,8.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98,1,1,1
Solar 23,bus015,solar,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,1,1,1
Solar 24,bus015,solar,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45,1,1,1
Solar 25,bus015,solar,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,1,1,1
Solar 26,bus015,solar,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,1,1,1
Solar 27,bus015,solar,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1,1,1
Solar 28,bus015,solar,8.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.03,1,1,1
Solar 29,bus015,solar,8.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63,1,1,1
Solar 30,bus015,solar,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,1,1,1
Solar 31,bus104,solar,116.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.03,1,1,1
Solar 32,bus104,solar,173.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.97,1,1,1
Solar 33,bus104,solar,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,1,1,1
Solar 34,bus110,solar,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,1,1,1
Solar 35,bus104,solar,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1,1,1
Solar 36,bus110,solar,128.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.9,1,1,1
Solar 37,bus112,solar,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1,1,1
Solar 38,bus112,solar,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1,1,1
Solar 39,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 40,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 41,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 42,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 43,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 44,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 45,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 46,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 47,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 48,bus112,solar,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,1,1,1
Solar 49,bus112,solar,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1,1,1
Solar 50,bus112,solar,4.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,1,1,1
Solar 51,bus112,solar,15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.65,1,1,1
Solar 52,bus112,solar,10.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.64,1,1,1
Solar 53,bus112,solar,16.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.09,1,1,1
Solar 54,bus112,solar,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,1,1,1
Solar 55,bus112,solar,20.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.01,1,1,1
Solar 56,bus112,solar,20.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.07,1,1,1
Solar 57,bus112,solar,6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,1,1,1
Solar 58,bus112,solar,8.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.01,1,1,1
Solar 59,bus105,solar,12.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.42,1,1,1
Solar 60,bus105,solar,15.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.89,1,1,1
Solar 61,bus105,solar,1.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97,1,1,1
Solar 62,bus069,solar,99.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9,1,1,1
Solar 63,bus019,solar,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,1,1,1
Solar 64,bus015,solar,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1,1,1
Solar 65,bus019,solar,64.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.8,1,1,1
Solar 66,bus018,solar,123.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.5,1,1,1
Solar 67,bus018,solar,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1,1,1
Solar 68,bus105,solar,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1,1,1
Solar 69,bus105,solar,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,1,1,1
Solar 70,bus092,solar,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,1,1,1
Solar 71,bus100,solar,104.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.99,1,1,1
Solar 72,bus105,solar,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,1,1,1
Solar 73,bus069,solar,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,1,1
Solar 74,bus076,solar,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,1,1
Solar 75,bus055,solar,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1,1,1
ST Coal 01,bus018,coal,20.0,19.8,10.933334000000098,93.71430079999809,1.8,2.99,3116.69,0.0,199.8,48,24,1
ST NG 01,bus070,natural_gas,320.0,25.6,9.337530144021738,357.8568603130434,5.4,0.98,25442.4,0.0,325.2,12,8,1
ST NG 02,bus072,natural_gas,325.0,26.0,9.566468160535116,553.5993078260869,5.4,0.98,25839.94,0.0,319.8,12,8,1
ST NG 03,bus025,natural_gas,712.0,56.96,9.071245239527357,1176.7558487565216,5.4,0.98,56609.34,0.0,709.8,12,8,1
ST NG 04,bus019,natural_gas,62.6,61.97,4.282099999999977,347.6900000000015,5.4,0.98,4977.17,0.0,10.200000000000001,12,8,1
ST NG 05,bus024,natural_gas,62.6,61.97,4.282099999999977,347.6900000000015,5.4,0.98,4977.17,0.0,10.200000000000001,12,8,1
ST NG 06,bus092,natural_gas,110.25,8.82,10.675059210292812,208.06869036521738,5.4,0.98,8765.7,0.0,103.2,12,8,1
ST NG 07,bus092,natural_gas,110.25,8.82,10.495945194715565,170.44164818260867,5.4,0.98,8765.7,0.0,109.2,12,8,1
ST NG 08,bus092,natural_gas,306.0,24.48,10.173684326158,468.8643596956522,5.4,0.98,24329.29,0.0,298.8,12,8,1
ST NG 09,bus092,natural_gas,345.6,27.65,9.907604854851389,572.6231122633591,5.4,0.98,27477.79,0.0,328.8,12,8,1
ST NG 10,bus105,natural_gas,106.25,8.5,10.60674326445013,243.9487272521739,5.4,0.98,8447.67,0.0,106.2,12,8,1
ST Other 01,bus024,oil,4.6,2.07,12.646884071146248,21.746756072727273,21.0,0.98,365.73,0.0,3.0,6,6,1
ST Other 02,bus024,natural_gas,30.4,30.1,5.596999999999881,488.7500000000035,5.4,1.91,966.81,0.0,37.2,1,1,1
Wind 01,bus024,wind,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5,1,1,1
Wind 02,bus024,wind,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,1,1,1
Wind 03,bus024,wind,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,1,1
Wind 04,bus024,wind,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,1
Wind 05,bus024,wind,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1,1,1
Wind 06,bus027,wind,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,1,1,1
Wind 07,bus027,wind,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1,1,1
Wind 08,bus027,wind,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1,1,1
Wind 09,bus027,wind,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1,1,1
Wind 10,bus027,wind,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1,1,1
Wind 11,bus027,wind,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,1,1,1
Wind 12,bus031,wind,97.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,1,1,1
Wind 13,bus031,wind,58.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.7,1,1,1
Wind 14,bus100,wind,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1,1,1
Wind 15,bus082,wind,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1,1,1
Wind 16,bus082,wind,149.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5,1,1,1
Wind 17,bus082,wind,149.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.5,1,1,1
