hour,Region_R1,Region_R2,Region_R3
1868,5817.0989,2779.4277,2168.2849
1869,5418.8007,2518.7272,1947.1743
1870,5051.771,2251.5911,1780.0566
1871,4823.377,2082.1358,1728.4432
1872,4629.7389,2080.227,1626.475
1873,4644.5495,2002.4222,1533.7495
1874,4476.1479,1921.6944,1497.0365
1875,4365.9961,1865.7851,1489.6874
1876,4332.4425,1868.8634,1533.7184
1877,4429.6048,1952.7748,1637.4419
1878,4600.4023,2049.1625,1725.5413
1879,4753.6627,2128.4077,1870.481
1880,5153.9707,2322.6182,2010.8755
1881,5465.5384,2465.6646,2088.9525
1882,5572.8139,2555.822,2106.5013
1883,5639.2832,2565.2463,2111.2393
1884,5626.0288,2524.8916,2092.945
1885,5505.6098,2473.6353,2050.789
1886,5382.2989,2414.5398,2021.4935
1887,5272.5298,2338.3965,2048.1592
1888,5223.4256,2282.5662,2213.2915
1889,5683.9933,2417.9023,2372.0767
1890,6176.625,2801.5389,2429.113
1891,6128.0884,2784.3754,2371.2426
1892,6029.459,2757.8928,2249.1145
1893,5831.8514,2647.6409,2079.2317
1894,5495.4263,2490.5515,1882.6801
1895,5112.4131,2310.213,1716.5971
1896,4695.9693,1731.3253,1510.3185
1897,4735.8242,1831.8712,1537.7841
1898,4789.9921,1988.387,1509.2838
1899,5068.9436,2261.2744,1544.9482
1900,5699.4356,2436.6784,1707.219
1901,6304.6263,2576.8438,2031.0946
1902,6337.6182,2687.7509,2169.9127
1903,6277.4121,2753.0661,2236.1419
1904,6309.0113,2802.6899,2284.8068
1905,6343.6304,2815.0426,2283.0469
1906,6258.7575,2849.1117,2228.9996
1907,6144.271,2875.4101,2181.3041
1908,6014.4977,2892.4316,2181.245
1909,5927.6288,2912.5392,2155.5425
1910,5953.0617,2864.3374,2114.2081
1911,5962.1821,2788.1416,2095.7039
1912,5973.4994,2863.8375,2090.8959
1913,6083.0375,2867.1658,2085.5866
1914,6264.4105,2754.8224,2344.6796
1915,6171.6437,2615.628,2389.8526
1916,5840.3419,2347.2804,2278.9075
1917,5415.9148,2142.126,2081.5452
1918,5023.2254,1970.8777,1865.7564
1919,4840.9738,1888.1305,1770.9382
1920,4533.4482,1924.9464,1531.3779
1921,4273.1479,1830.1176,1408.3503
1922,4365.2371,2109.309,1437.6722
1923,4702.5268,2636.7772,1566.0526
1924,5254.8696,2955.2354,1793.7
1925,5854.5787,2831.7903,1963.7476
1926,6233.3142,2748.2369,2047.3593
1927,6266.0429,2734.2358,2084.077
1928,6353.8527,2689.2624,2128.9514
1929,6371.0852,2673.8498,2146.3261
1930,6338.3548,2596.3056,2120.6516
1931,6305.581,2563.6638,2097.6986
1932,6300.3348,2503.1409,2096.7588
1933,6281.9017,2517.0867,2089.3801
1934,6175.8112,2518.6061,2073.7778
1935,6133.158,2526.2663,2059.0515
1936,6138.5739,2780.4761,2082.8262
1937,6492.2124,3118.9077,2240.782
1938,6689.9281,2908.2546,2405.2761
1939,6346.4322,2394.9769,2247.5955
1940,5667.9629,1961.9401,1978.7786
1941,5041.5286,1710.1614,1742.8174
1942,4640.819,1647.6428,1588.4468
1943,4463.8949,1664.4459,1503.8392
1944,4731.1431,1968.3399,1587.056
1945,4538.3655,1887.6727,1555.8109
1946,4544.7672,1827.1919,1488.0021
1947,4718.8981,1779.1902,1430.3806
1948,5259.9843,1853.9166,1448.158
1949,5947.9342,2188.0952,1645.0112
1950,6169.6286,2557.994,1895.4779
1951,6237.713,2688.385,2054.9308
1952,6338.5383,2691.3475,2136.498
1953,6352.5604,2725.3588,2202.5065
1954,6297.0881,2726.773,2262.9724
1955,6241.7421,2692.4933,2269.3242
1956,6190.5595,2679.9038,2279.3731
1957,6148.4905,2662.7087,2272.8705
1958,6140.2693,2642.3801,2253.5275
1959,6058.889,2617.4564,2227.7643
1960,6070.769,2594.1599,2196.5037
1961,6260.8089,2578.9158,2113.1594
1962,6445.928,2834.1334,2165.1165
1963,6186.1046,2917.8842,2349.301
1964,5866.7994,2864.9137,2471.7377
1965,5451.5534,2707.8769,2359.4329
1966,5083.6244,2395.6464,2091.4345
1967,4815.9607,2140.913,1840.0794
1968,4694.438,2042.9427,1579.6711
1969,4638.3884,2004.0259,1532.8859
1970,4733.4923,1976.087,1497.1392
1971,5123.9226,1983.9209,1510.0682
1972,5778.2514,2143.9544,1615.7833
1973,6540.9402,2465.6698,1870.1445
1974,6488.281,2742.4907,2092.2042
1975,6384.2437,2818.684,2206.8185
1976,6436.3238,2816.9909,2288.4479
1977,6380.2396,2835.4659,2330.6506
1978,6278.9243,2838.4943,2356.3112
1979,6166.4165,2776.3915,2342.5745
1980,6107.063,2763.8836,2339.8592
1981,6035.5102,2698.542,2309.5679
1982,6082.3113,2640.9975,2273.759
1983,6254.7464,2575.7954,2193.0383
1984,6576.3288,2555.6878,2144.42
1985,6360.3324,2687.793,2214.0976
1986,6302.8339,2840.6294,2456.5334
1987,6151.0709,2821.9702,2438.2329
1988,5786.6387,2747.1753,2348.0284
1989,5346.7622,2579.221,2172.4834
1990,4933.7597,2350.6676,1942.0243
1991,4737.4826,2176.5278,1774.0694
1992,4621.0537,1859.818,1564.089
1993,4678.2329,1937.1859,1487.0934
1994,4582.3284,1989.8538,1516.4588
1995,4524.475,2179.1246,1641.2899
1996,4575.2205,2519.0388,1872.6468
1997,5079.1687,2763.1389,2082.8168
1998,5686.6435,2814.6505,2151.7241
1999,6033.8318,2777.5241,2139.0516
2000,6100.3894,2746.5911,2147.4479
2001,6231.2386,2728.1213,2158.4599
2002,6331.2597,2706.518,2161.1737
2003,6368.8798,2616.5948,2169.3491
2004,6382.9365,2556.2377,2167.4477
2005,6392.9545,2571.7529,2161.86
2006,6346.0652,2635.3461,2157.2091
2007,6228.6712,2681.8416,2109.5229
2008,6275.5433,2681.7179,2075.6108
2009,6332.7519,2681.3943,2200.5025
2010,6772.7902,2842.9367,2337.1159
2011,6894.344,2757.9691,2240.8628
2012,6729.524,2540.6015,2005.9425
2013,6257.4087,2261.0312,1740.7372
2014,5745.3849,2105.3875,1589.2031
2015,5263.1442,1977.8564,1528.4667
2016,4550.4591,1813.2409,1464.1404
2017,4458.4219,1870.5091,1465.8879
2018,4402.284,1935.5718,1479.6432
2019,4418.7903,2030.1848,1534.75
2020,4445.7181,2100.0767,1569.6953
2021,4558.3212,2139.0383,1640.4589
2022,4689.4577,2246.225,1791.9183
2023,5034.1957,2313.3149,1951.6325
2024,5352.971,2329.1511,2074.5559
2025,5507.1843,2304.5063,2144.2552
2026,5512.1743,2257.9635,2174.4656
2027,5421.1437,2198.9337,2157.9281
2028,5329.1896,2149.1837,2163.393
2029,5335.162,2184.6775,2213.7727
2030,5216.6333,2150.4294,2207.3789
2031,5142.1869,2151.9251,2187.3946
2032,5163.7335,2187.5663,2174.0778
2033,5201.8988,2311.7824,2273.0368
2034,5469.8656,2462.9441,2319.7925
2035,5786.9555,2425.9151,2235.2254
2036,5562.7855,2222.538,2011.2145
2037,5318.1726,2059.4025,1810.1489
2038,5003.2369,1916.3536,1651.3419
2039,4644.6915,1816.6692,1527.4988
2040,4734.3345,1903.1326,1611.7798
2041,4411.7957,1800.4909,1568.6855
2042,4459.7177,1834.539,1548.4602
2043,4550.5977,1904.3204,1568.6078
2044,4634.528,2017.6216,1565.9205
2045,4825.5295,2135.5758,1608.1574
2046,5116.6908,2309.4288,1686.1581
2047,5277.2002,2407.478,1734.9147
2048,5271.2417,2368.9795,1800.1062
2049,5181.5484,2341.288,1860.6809
2050,5082.4993,2302.6343,1892.8083
2051,5031.431,2259.2961,1900.1823
2052,4960.9091,2226.7753,1885.4747
2053,4945.5514,2243.8467,1885.4265
2054,4983.348,2254.7773,1883.564
2055,5098.8394,2355.6258,1904.6093
2056,5254.2654,2503.0252,1928.468
2057,5625.0759,2935.6593,2034.8244
2058,5862.3306,2923.383,2034.3479
2059,5885.79,2602.6938,2008.9439
2060,5331.0973,2247.3249,1969.3741
2061,4857.9407,1947.6102,1830.6929
2062,4526.6406,1796.6984,1705.6877
2063,4440.3576,1740.4865,1601.8864
2064,4994.1102,2086.0652,1542.1645
2065,4663.3538,2002.096,1496.2491
2066,4768.6991,1963.1817,1447.6076
2067,5028.3633,1974.0702,1419.2193
2068,5586.4984,2067.3007,1463.3296
2069,6127.6936,2323.7088,1639.5906
2070,6319.9702,2698.2052,1907.6247
2071,6444.5059,2873.6723,2070.0495
2072,6581.3135,2940.2991,2207.6137
2073,6619.008,3011.6131,2304.8019
2074,6589.3927,3022.4595,2346.0866
2075,6541.4759,2934.0425,2319.5251
2076,6461.8024,2845.7808,2280.1481
2077,6406.5985,2763.602,2245.3163
2078,6421.8904,2731.0391,2193.9579
2079,6562.7091,2760.4974,2142.587
2080,6798.5295,2858.194,2123.3171
2081,6790.9126,3067.504,2332.3064
2082,6575.259,3226.076,2501.2586
2083,6243.7356,3159.5545,2432.6251
2084,5856.9459,3102.1047,2380.3128
2085,5447.7,2957.4626,2272.7989
2086,4969.3699,2632.8057,2038.7703
2087,4750.9014,2384.2658,1808.406
2088,4776.6027,2044.3227,1586.3432
2089,4670.552,2014.6618,1490.8605
2090,4620.1354,1943.2004,1463.356
2091,4695.3287,1940.0906,1495.5767
2092,4965.6626,2017.8558,1625.9705
2093,5517.2904,2247.9813,1900.2756
2094,6069.4185,2642.3459,2107.6246
2095,6344.6932,2850.2943,2221.3939
2096,6522.4923,2896.9082,2277.397
2097,6683.837,2927.9833,2310.4362
2098,6739.0115,2909.3688,2309.5337
2099,6685.807,2889.1559,2292.0968
2100,6565.1802,2879.7868,2294.7857
2101,6463.0539,2901.427,2272.7461
2102,6411.9527,2791.2804,2252.5628
2103,6409.9481,2755.6576,2229.6207
2104,6524.3238,2766.6566,2224.1154
2105,6890.9501,2822.4528,2249.2015
2106,7040.4411,3179.4174,2551.1354
2107,6895.8261,3224.7303,2530.722
2108,6621.2906,3179.5647,2384.631
2109,6173.8284,3005.4223,2145.024
2110,5603.5754,2710.2395,1894.4812
2111,5159.5874,2393.5033,1710.9286
2112,4495.2336,2066.0365,1625.5445
2113,4309.898,2014.7512,1427.5487
2114,4341.6548,2017.819,1498.222
2115,4553.0074,2132.6265,1690.0574
2116,4955.765,2294.1715,1952.7713
2117,5494.5695,2528.7421,2067.5955
2118,5763.51,2864.2717,2105.169
2119,5804.2002,2934.132,2163.7926
2120,5951.2163,2881.3194,2223.3948
2121,6041.9612,2811.417,2239.8857
2122,6067.2815,2752.4451,2246.295
2123,6012.0533,2699.6351,2275.5935
2124,6006.9525,2637.5219,2238.8681
2125,6003.8495,2608.0136,2192.9698
2126,6060.9992,2589.4412,2188.392
2127,6095.8902,2662.4088,2225.9811
2128,6428.9421,2920.0547,2406.6831
2129,6238.2574,2971.3794,2553.801
2130,6320.8937,3086.108,2426.3977
2131,6154.7461,2945.1889,2156.574
2132,5761.3028,2765.3293,1871.0672
2133,5199.1757,2541.721,1644.3053
2134,4757.549,2319.5084,1542.2951
2135,4570.1413,2146.859,1507.2534
2136,4204.3692,1735.4125,1410.8899
2137,4199.1663,1746.0115,1442.9442
2138,4481.1638,1823.6032,1462.2949
2139,5121.8071,2036.3072,1552.3922
2140,6098.4305,2384.1974,1720.585
2141,6361.8997,2593.981,1849.8913
2142,6272.1892,2611.2656,2018.6709
2143,6353.174,2681.168,2193.9485
2144,6360.6534,2707.6585,2300.5351
2145,6317.0039,2743.4576,2395.1386
2146,6254.9178,2653.5738,2481.4579
2147,6285.8636,2811.8959,2554.9694
2148,6267.5707,2813.4837,2557.806
2149,6241.01,2779.3356,2548.7311
2150,6329.8992,2756.0655,2501.1056
2151,6724.9056,2814.9321,2401.0901
2152,6968.2106,3137.4196,2490.7037
2153,6406.0516,2910.9435,2625.7034
2154,5998.1257,2730.9944,2572.3923
2155,5675.5392,2568.1878,2448.0921
2156,5031.5452,2342.8758,2245.886
2157,4542.0624,2100.4477,2030.0661
2158,4299.6982,1917.0073,1812.5936
2159,4231.2485,1798.9505,1668.6326
2160,4533.4586,1966.4548,1639.3371
2161,4310.1266,1988.2844,1556.8954
2162,4278.453,2022.572,1533.9455
2163,4350.3001,2173.4206,1560.7029
2164,4594.9909,2463.6347,1686.5966
2165,5142.7635,2558.4503,1918.7394
2166,5493.0324,2481.1403,1972.1407
2167,5542.1653,2548.0039,2092.4406
2168,5698.3278,2676.8308,2280.5368
2169,5901.4732,2773.0737,2409.0292
2170,5936.1633,2847.6002,2542.0077
2171,5900.3402,2926.7349,2659.3637
2172,5542.1237,3018.2881,2761.1376
2173,5496.2081,3094.355,2825.2881
2174,5522.7221,3129.9778,2848.1681
2175,5509.5889,3061.5711,2826.9501
2176,5413.0794,2987.1788,2695.6569
2177,5323.8457,2825.81,2576.5627
2178,5479.7104,2735.6342,2621.4854
2179,5361.6129,2603.7922,2517.0149
2180,5135.5923,2400.2072,2357.2416
2181,4818.6814,2178.1472,2143.3403
2182,4482.2649,2018.0821,1924.8502
2183,4405.1803,1941.8152,1777.0412
2184,4678.2572,1874.9306,1581.6674
2185,4347.3415,1811.261,1530.2577
2186,4375.7925,1905.9477,1505.4825
2187,4413.5389,2011.6098,1490.8511
2188,4598.3292,2156.0729,1534.0636
2189,4825.0863,2292.7311,1622.1661
2190,4979.5732,2417.0839,1679.1246
2191,5397.318,2513.4137,1814.0403
2192,5632.395,2499.4759,1952.6189
2193,5713.3071,2434.258,2042.5296
2194,5620.5801,2341.1038,2073.7109
2195,5515.4495,2274.3086,2080.1513
2196,5413.3388,2215.2842,2076.4884
2197,5320.4127,2210.6207,2051.7615
2198,5275.4847,2199.7743,2029.77
2199,5249.9653,2226.1937,2010.5437
2200,5314.3953,2286.7402,2015.1309
2201,5438.3416,2462.2126,2067.4011
2202,5779.6476,2715.2582,2187.6123
2203,5925.3766,2490.0883,2272.7678
2204,5684.1125,2250.8833,2272.5051
2205,5338.7246,2047.3036,2133.8472
2206,4989.2096,1893.503,1962.2091
2207,4803.8584,1795.6564,1772.3032
2208,4559.3666,1742.8833,1433.0694
2209,4277.3414,1680.8647,1369.7607
2210,4211.0522,1674.716,1399.9914
2211,4208.1656,1659.3745,1454.107
2212,4154.2695,1642.4873,1461.5479
2213,4359.6169,1754.3243,1616.5489
2214,4707.1549,1842.9913,1849.4948
2215,4970.8648,2026.095,2009.1032
2216,5213.9413,2182.7134,2051.3199
2217,5429.3361,2325.3755,2064.1867
2218,5521.1431,2395.099,2040.3451
2219,5589.4785,2427.6198,2032.9867
2220,5644.5769,2435.3327,2028.3777
2221,5716.0795,2443.0718,2043.0278
2222,5777.3857,2458.6028,2081.5287
2223,5847.0308,2457.1281,2152.1695
2224,5930.0272,2447.9379,2224.7194
2225,6209.1952,2504.1578,2420.1523
2226,6425.8529,2586.5865,2576.2844
2227,6084.2942,2401.6845,2207.864
2228,5739.4229,2415.1803,1837.239
2229,5333.4756,2245.7303,1559.142
2230,4975.9213,2045.4316,1416.7605
2231,4618.7063,1882.5197,1423.9122
2232,4854.5319,1870.1671,1667.6181
2233,4701.4672,1839.2657,1518.1985
2234,4480.7587,1738.5855,1461.3536
2235,4293.7872,1672.0745,1444.0037
2236,4168.4578,1636.4465,1502.8092
2237,4353.9631,1770.0369,1722.1225
2238,4956.094,2080.5927,1907.6061
2239,5585.2815,2369.3295,2081.0429
2240,5941.6249,2479.4472,2210.3881
2241,6187.8374,2580.3668,2272.8363
2242,6381.8969,2668.8548,2270.1676
2243,6479.9325,2709.1753,2289.4608
2244,6422.7239,2679.6723,2278.4581
2245,6346.1621,2606.7573,2229.8912
2246,6256.2836,2586.5813,2232.6065
2247,6184.7586,2572.5408,2205.9502
2248,6067.2954,2529.1552,2183.9059
2249,5832.0591,2400.523,2149.1394
2250,5650.3373,2355.2417,2305.9268
2251,5953.7906,2538.1875,2413.2121
2252,6642.9989,2950.6193,2400.2162
2253,6539.267,2911.6287,2192.7568
2254,5998.5427,2627.5976,1933.9483
2255,5384.4861,2281.5294,1707.3077
2256,4551.1777,1853.3325,1516.5039
2257,4346.6603,1729.2769,1421.1098
2258,4271.9214,1726.4118,1385.3864
2259,4248.3979,1835.2153,1387.3796
2260,4412.7712,1973.4087,1468.332
2261,4851.1044,2088.1635,1664.6161
2262,5436.7168,2302.4975,1905.0354
2263,5813.7698,2501.2005,2069.2434
2264,5997.8338,2617.6195,2177.4997
2265,6102.1396,2675.0061,2220.5878
2266,6190.1121,2716.9486,2237.1206
2267,6135.0449,2760.3816,2227.0982
2268,6057.357,2737.1378,2188.6283
2269,5964.5174,2724.7089,2157.4486
2270,5913.6378,2752.6635,2118.9539
2271,5854.5735,2760.3448,2070.3419
2272,5886.2557,2702.9634,2085.0168
2273,5841.2741,2697.0226,2154.0329
2274,5706.478,2716.8197,2209.8634
2275,6146.8798,2708.8516,2353.6736
2276,6287.7314,2603.1659,2343.3464
2277,5928.0668,2393.5059,2145.0131
2278,5472.0822,2159.0775,1884.3887
2279,5039.5153,2005.34,1664.3175
2280,4644.7832,1915.2221,1554.3278
2281,4496.2047,1873.1954,1515.7958
2282,4383.6865,1824.9621,1489.0259
2283,4335.6312,1818.6292,1520.0331
2284,4357.3785,1862.0516,1637.2771
2285,4525.3189,1987.8818,1802.2835
2286,5129.2467,2259.8287,1976.6415
2287,5592.1498,2421.5237,2071.3632
2288,5781.4358,2469.7965,2137.664
2289,5870.602,2502.541,2174.4905
2290,5891.2249,2530.6799,2190.2032
2291,5949.4142,2510.6222,2189.38
2292,5890.2044,2478.0672,2186.6569
2293,5934.0409,2467.184,2199.4693
2294,5932.9962,2364.7292,2187.5439
2295,5936.0352,2386.4115,2176.5319
2296,5984.8426,2384.8368,2169.1532
2297,6020.0459,2414.0793,2136.9216
2298,6004.5687,2430.8718,2215.6508
2299,6225.8469,2657.5426,2345.3038
2300,6418.9224,2769.8823,2268.644
2301,6154.9476,2630.209,2027.571
2302,5705.0687,2409.5237,1811.9454
2303,5167.4595,2139.1172,1650.221
2304,4288.1974,1695.0631,1577.3865
2305,4343.0898,1755.2964,1534.0263
2306,4436.3189,1811.2479,1567.9618
2307,4711.6178,1954.2863,1659.7537
2308,5085.3125,2167.2324,1825.7869
2309,5459.2693,2386.3194,2003.7503
2310,5743.1069,2526.0716,2226.7576
2311,6057.6323,2693.6522,2311.3045
2312,6240.4681,2754.2382,2383.786
2313,6275.2171,2785.3369,2392.0672
2314,6246.5928,2757.4244,2351.7488
2315,6269.1131,2788.531,2337.0957
2316,6162.9395,2742.0487,2301.3349
2317,6136.4065,2706.4206,2277.5152
2318,6138.4215,2662.9955,2231.6449
2319,6146.492,2650.585,2212.3393
2320,6218.7779,2672.2646,2213.2013
2321,6498.8348,2816.5067,2333.3068
2322,6599.2109,2917.35,2444.1913
2323,6082.7968,2687.7824,2499.2142
2324,5616.1518,2456.1771,2236.0937
2325,5166.1811,2218.2783,1991.1261
2326,4815.7269,2039.4802,1819.4865
2327,4588.9975,1938.4343,1698.2157
2328,4578.7717,1873.219,1551.3295
2329,4345.1273,1791.056,1430.236
2330,4393.122,1912.1438,1450.5032
2331,4651.4541,2230.4073,1565.3087
2332,5087.6372,2660.2473,1779.1634
2333,5606.8548,2807.8966,2080.0145
2334,5921.8216,2739.8504,2174.6942
2335,6076.3466,2653.1318,2207.6666
2336,6202.1798,2633.1373,2222.4006
2337,6217.8128,2586.676,2233.4002
2338,6249.4829,2538.5822,2237.9532
2339,6266.8124,2523.0617,2234.2638
2340,6303.6162,2478.1041,2236.9713
2341,6289.3465,2461.0669,2208.5178
2342,6233.0995,2426.9161,2162.6615
2343,6133.8928,2405.176,2106.7408
2344,6016.2132,2403.4934,2067.3607
2345,6124.1197,2704.3592,2193.2824
2346,6296.8543,2878.299,2519.5763
2347,6221.5087,2594.2178,2403.8138
2348,5654.5838,2199.8479,2092.7584
2349,5147.723,1921.7786,1796.3733
2350,4761.2692,1811.3847,1615.5656
2351,4504.6734,1742.9964,1510.0169
2352,4883.0142,1896.4892,1519.1119
2353,4538.9584,1787.9146,1442.1085
2354,4566.4132,1901.1474,1463.199
2355,4654.0637,1981.841,1539.3294
2356,4641.024,2039.4671,1545.8833
2357,4920.9129,2207.0924,1674.4068
2358,5219.0411,2391.8392,1884.468
2359,5491.0725,2387.5467,1995.5189
2360,5712.0338,2339.7765,2025.8895
2361,5830.7408,2291.8537,2021.3536
2362,5884.817,2265.4842,2016.7229
2363,5818.4862,2235.9602,1987.3761
2364,5651.0358,2225.069,1953.4328
2365,5589.688,2254.422,1962.5901
2366,5564.063,2296.2698,1976.3672
2367,5574.2264,2324.135,2004.9747
2368,5639.4865,2362.8703,2042.9867
2369,5906.8075,2617.43,2244.5475
2370,6239.9564,2605.3695,2337.9889
2371,6109.0563,2298.1576,2142.5746
2372,5778.3777,2018.7584,1930.5902
2373,5424.8708,1815.2577,1707.5813
2374,5016.0369,1717.2716,1547.8703
2375,4763.2929,1724.6898,1479.9542
2376,4706.5559,2056.299,1627.4895
2377,4601.0254,1967.7268,1566.0588
2378,4466.212,1904.202,1504.5536
2379,4401.9031,1894.9513,1477.0321
2380,4399.895,1910.5875,1480.6779
2381,4479.6533,1990.0617,1524.7835
2382,4680.8893,2064.7671,1575.1974
2383,4928.3213,2151.8146,1654.1303
2384,5350.2278,2279.1247,1758.8138
2385,5673.0817,2395.5332,1835.9867
2386,5769.2771,2401.7714,1859.9355
2387,5738.9252,2409.6447,1862.7845
2388,5781.9317,2375.5914,1849.0401
2389,5725.8145,2361.6403,1838.915
2390,5618.7538,2336.8613,1824.2152
2391,5574.1184,2319.8478,1828.8055
2392,5768.2662,2365.0239,1905.8182
2393,6299.9591,2514.0479,2140.457
2394,6902.3366,2904.7737,2500.7953
2395,6657.7593,2894.9573,2416.6371
2396,6485.8512,2753.3804,2271.0857
2397,6261.4838,2520.4082,2075.7072
2398,5822.8529,2236.4218,1868.2742
2399,5245.7992,2027.0065,1659.9729
2400,4398.5379,1943.2557,1790.8214
2401,4380.0113,1910.6402,1676.0906
2402,4407.3536,2065.5655,1594.3989
2403,4482.772,2299.6124,1537.4591
2404,4768.7943,2436.06,1507.1881
2405,5318.6321,2465.8183,1531.2239
2406,5915.5151,2629.238,1714.8714
2407,6154.8524,2634.162,1881.9782
2408,6214.3496,2626.6176,2026.062
2409,6297.2716,2589.5964,2090.3712
2410,6322.9226,2569.5099,2138.1553
2411,6329.0664,2572.7039,2168.4404
2412,6317.8807,2560.3855,2162.0544
2413,6367.764,2592.8984,2168.4684
2414,6298.2921,2560.2776,2154.7006
2415,6235.9204,2505.9035,2135.3918
2416,6156.2071,2543.0904,2110.567
2417,6048.6355,2687.1746,2105.801
2418,6127.24,2560.0039,2138.708
2419,6397.6892,2453.3935,2311.3263
2420,6169.3135,2227.27,2348.4265
2421,5676.6116,2033.2567,2274.0218
2422,5137.982,1893.2229,2164.5893
2423,4771.8412,1819.7633,1906.5761
2424,4492.5624,1777.3918,1677.0055
2425,4296.1606,1753.8902,1603.4131
2426,4283.7588,1693.6068,1564.9589
2427,4417.4253,1709.3377,1573.4018
2428,4764.8162,1785.5941,1637.9146
2429,5531.0936,2026.2055,1836.1546
2430,5851.4279,2349.0035,2063.6465
2431,5814.1974,2439.182,2152.7183
2432,5849.2857,2474.931,2184.8861
2433,5930.1875,2520.0045,2226.1754
2434,5978.2081,2560.3618,2244.5273
2435,5976.174,2552.6147,2228.97
2436,6040.4829,2597.5277,2221.6256
2437,6055.7748,2622.2646,2222.5001
2438,6073.9586,2620.6241,2183.9479
2439,6059.5937,2600.3613,2159.1696
2440,6076.7586,2479.4261,2135.3607
2441,6160.0744,2358.691,2199.799
2442,6262.4066,2428.4355,2401.5946
2443,6227.5375,2657.7163,2439.9198
2444,5840.5912,2725.5652,2348.7785
2445,5340.6488,2491.0473,2145.785
2446,4853.9349,2210.1312,1936.5128
2447,4597.1538,1966.5205,1721.8722
2448,4461.0014,1873.4269,1597.136
2449,4367.8051,1853.2983,1486.1909
2450,4346.0301,1797.5573,1444.9
2451,4436.5776,1791.4192,1446.8046
2452,4631.5503,1841.0956,1526.7067
2453,5015.9355,1932.7066,1694.6259
2454,5437.5192,2164.1568,1907.589
2455,5816.8469,2401.7793,2087.4631
2456,6038.6539,2569.3493,2203.0607
2457,6208.424,2716.8118,2280.1216
2458,6328.2017,2854.9815,2332.4541
2459,6421.2802,2952.7755,2344.4246
2460,6475.5953,3030.325,2336.2118
2461,6551.3374,3069.1366,2328.0115
2462,6563.7357,3076.9152,2298.6927
2463,6474.9695,3055.1355,2292.2601
2464,6261.4668,2990.0413,2297.7762
2465,6057.5267,2845.8755,2276.8552
2466,5917.2835,2651.6623,2289.6381
2467,5901.1175,2671.7594,2373.9673
2468,5707.6743,2769.3244,2310.5451
2469,5336.5851,2586.0971,2129.6425
2470,4977.1325,2370.2121,1900.1077
2471,4730.1669,2143.4834,1705.4715
2472,4611.0305,1811.3663,1657.5739
2473,4732.0044,1806.6659,1608.8795
2474,4698.1859,1830.1097,1573.1592
2475,4759.4574,1906.353,1565.1004
2476,4848.75,2126.7698,1635.0438
2477,5112.9187,2415.5066,1738.9415
2478,5635.8789,2496.2528,1959.0764
2479,6097.7754,2521.2608,2095.8578
2480,6318.6051,2602.0307,2211.5285
2481,6478.1235,2645.5268,2268.4745
2482,6584.3958,2657.9373,2290.5142
2483,6577.1831,2634.7146,2273.1255
2484,6578.0893,2657.9452,2271.2551
2485,6507.5449,2665.6923,2242.7767
2486,6370.5762,2667.2038,2184.0738
2487,6385.7695,2699.7036,2190.4582
2488,6511.1542,2671.8331,2167.4912
2489,6633.2819,2583.6003,2139.2009
2490,6832.7625,2639.2492,2142.1075
2491,6852.9692,2769.3008,2399.5314
2492,6559.6285,2545.5293,2403.6677
2493,6139.4081,2270.733,2252.9506
2494,5588.6398,2006.8858,2017.0081
2495,5163.4122,1913.75,1845.3918
2496,4295.4396,1740.0997,1541.9468
2497,4099.2438,1724.8213,1483.3294
2498,4224.9264,1888.1068,1532.0409
2499,4498.8863,2172.4511,1632.3114
2500,4867.3001,2531.2166,1783.1436
2501,5205.9133,2625.7613,1951.184
2502,5555.1807,2602.3517,2100.6394
2503,5802.3306,2611.484,2220.8039
2504,6014.8042,2648.6551,2331.8688
2505,6162.9308,2612.8376,2388.7215
2506,6261.9073,2553.7131,2434.5389
2507,6258.8111,2528.842,2452.8705
2508,6261.7947,2474.4337,2435.4072
2509,6161.706,2423.0984,2380.3906
2510,6098.2376,2392.0891,2360.17
2511,6031.7337,2385.8536,2357.3676
2512,6025.6038,2384.571,2372.9606
2513,6214.8309,2664.4044,2452.1919
2514,6142.3286,2812.9864,2467.8565
2515,5798.304,2389.2687,2346.3696
2516,5469.939,2094.0359,2138.6396
2517,5014.0011,1868.9529,1898.057
2518,4697.0677,1777.2129,1725.5164
2519,4591.5579,1769.3869,1639.2361
2520,4421.8986,1963.3001,1531.957
2521,4355.4102,1764.8708,1468.7213
2522,4297.1465,1809.96,1463.2456
2523,4227.7801,1865.9562,1460.5894
2524,4212.5177,1884.6865,1495.4756
2525,4350.4757,2069.3201,1568.9156
2526,4405.8043,2263.3754,1679.1526
2527,4610.4879,2403.0776,1830.6462
2528,4913.0962,2465.1436,1944.501
2529,5115.4167,2471.3054,1990.4444
2530,5274.6235,2469.6755,2015.2413
2531,5364.2734,2457.1676,2013.3803
2532,5430.4501,2461.7363,2007.8906
2533,5455.973,2454.0419,2006.1431
2534,5506.7972,2500.5137,2006.1322
2535,5552.5934,2528.4342,2033.5931
2536,5573.0397,2522.2907,2083.061
2537,5609.8418,2510.0933,2161.1317
2538,5669.4845,2704.2223,2341.7622
2539,5570.0139,2527.3463,2276.5474
2540,5651.2747,2219.9056,2033.2946
2541,5455.9453,2004.0416,1813.9097
2542,5101.2984,1878.1694,1651.4196
2543,4788.4176,1811.3084,1548.5613
