hour,Area_1,Area_2,Area_3
2074,1126.7442,1073.0678,1658.9687
2075,1125.334,1082.04,1707.6558
2076,1122.8662,1091.9093,1732.4502
2077,1126.3916,1093.2552,1758.1462
2078,1121.1034,1095.0496,1735.6058
2079,1122.8662,1080.6942,1699.9921
2080,1123.9238,1075.7595,1640.0348
2081,1146.4869,1117.9285,1595.8557
2082,1212.4134,1270.9035,1673.8453
2083,1182.7994,1265.0716,1663.0259
2084,1139.4359,1221.1081,1586.3888
2085,1066.1059,1144.845,1488.5637
2086,984.6672,1072.1706,1363.2395
2087,926.8493,1003.9824,1255.9475
2088,903.9337,955.5328,1181.1136
2089,888.069,933.5511,1135.5821
2090,886.6588,923.6817,1111.6893
2091,894.4149,919.6443,1102.6732
2092,930.7274,924.5789,1100.4192
2093,975.8535,927.7192,1113.0418
2094,1013.5762,915.6068,1124.7627
2095,1057.2922,932.2053,1185.6216
2096,1078.4451,964.0564,1270.3733
2097,1094.6623,1006.674,1334.8387
2098,1087.6113,1015.6462,1388.9355
2099,1086.5537,1020.5808,1399.7548
2100,1082.3231,1032.2446,1391.6403
2101,1079.8553,1028.2071,1372.7064
2102,1083.3808,1019.235,1349.7153
2103,1099.598,1021.9266,1326.2733
2104,1109.4693,1031.796,1326.2733
2105,1141.5512,1076.6567,1370.0016
2106,1196.5487,1232.7719,1493.0718
2107,1176.4535,1235.9122,1520.1202
2108,1121.456,1191.0515,1461.5153
2109,1048.4785,1127.7979,1397.9516
2110,973.0332,1073.0678,1312.7491
2111,913.4525,1008.0198,1235.6612
2112,883.4859,961.3647,1171.6466
2113,867.2687,937.5885,1139.6394
2114,858.8075,924.5789,1113.4926
2115,863.3906,916.9526,1113.9434
2116,873.6145,921.8873,1110.3369
2117,895.8251,917.8498,1102.6732
2118,928.9646,903.0458,1097.2635
2119,979.379,922.7845,1117.5498
2120,1012.8711,954.6356,1156.77
2121,1044.953,986.9353,1206.8096
2122,1055.882,992.7672,1252.341
2123,1060.1126,1003.9824,1278.4878
2124,1063.2855,1006.2254,1285.7007
2125,1062.5804,1007.5712,1285.2499
2126,1065.7533,1008.917,1275.783
2127,1079.5027,1010.2629,1269.0209
2128,1104.1811,1015.1975,1269.9225
2129,1152.1277,1049.7403,1299.6757
2130,1231.451,1204.9583,1441.6798
2131,1207.1252,1214.379,1488.5637
2132,1146.8394,1177.1447,1464.2202
2133,1051.6514,1113.4425,1389.8371
2134,954.3481,1048.8431,1290.6596
2135,909.5745,983.7951,1209.9652
2136,885.9537,946.5607,1145.9506
2137,871.1467,932.2053,1111.6893
2138,871.8518,926.822,1098.6159
2139,895.12,928.1678,1092.7555
2140,967.0398,944.7663,1103.5748
2141,1085.496,978.4118,1148.6555
2142,1139.0834,986.9353,1249.1854
2143,1152.8328,1021.9266,1373.608
2144,1156.7108,1062.7499,1479.5476
2145,1166.2296,1092.3579,1562.9469
2146,1165.5245,1104.0217,1620.6501
2147,1163.4092,1122.8632,1653.559
2148,1160.5888,1136.77,1651.7558
2149,1159.8837,1139.0131,1658.5179
2150,1159.8837,1129.1437,1640.4856
2151,1170.4602,1121.5174,1597.659
2152,1180.3315,1120.6202,1579.6267
2153,1211.7083,1166.8267,1600.3638
2154,1289.2689,1344.9237,1699.9921
2155,1258.5972,1351.2042,1711.2623
2156,1207.8303,1293.3339,1637.33
2157,1084.4384,1193.2945,1519.2186
2158,982.1994,1097.2926,1376.7637
2159,928.9646,1007.5712,1253.6935
2160,899.7031,960.0189,1172.9991
2161,885.9537,938.4858,1141.4426
2162,883.8384,928.6164,1124.7627
2163,902.5235,926.3734,1113.4926
2164,977.9688,939.383,1129.7216
2165,1090.4317,977.5146,1186.9741
2166,1138.3783,1009.3657,1288.8564
2167,1146.1343,1055.1236,1419.5903
2168,1150.7175,1094.1524,1538.1525
2169,1160.9414,1121.0688,1619.7485
2170,1150.7175,1113.4425,1689.6235
2171,1153.8904,1124.209,1730.6469
2172,1146.1343,1128.6951,1741.9171
2173,1139.0834,1122.8632,1746.4252
2174,1135.2053,1116.1341,1750.0316
2175,1144.0191,1109.8536,1768.0639
2176,1158.4735,1142.1533,1803.6776
2177,1182.4468,1210.7902,1856.8728
2178,1263.5329,1337.2973,1897.8962
2179,1245.5529,1338.1946,1859.1269
2180,1185.2672,1269.1091,1755.4413
2181,1081.618,1190.6029,1619.2977
2182,981.1418,1087.8719,1452.0484
2183,927.907,1007.1226,1320.8637
2184,957.8736,1017.8892,1177.9579
2185,948.0022,1008.917,1147.3031
2186,943.4191,1004.431,1127.4676
2187,964.9245,1005.3282,1123.8611
2188,1031.5562,1016.0948,1126.566
2189,1128.5069,1037.1793,1166.2369
2190,1178.9213,1058.2638,1265.8652
2191,1191.2605,1093.7038,1409.2218
2192,1189.1452,1124.6576,1542.6605
2193,1197.9589,1124.6576,1647.2477
2194,1202.1895,1124.209,1731.5486
2195,1200.0742,1124.6576,1755.8921
2196,1205.3624,1118.8258,1745.5236
2197,1203.2472,1117.9285,1727.9421
2198,1187.0299,1106.2648,1703.1477
2199,1179.2739,1098.1898,1652.2066
2200,1196.5487,1098.1898,1614.7896
2201,1229.6883,1124.6576,1614.7896
2202,1314.2999,1288.3992,1816.3002
2203,1287.1536,1315.3156,1874.9051
2204,1231.451,1275.8382,1772.1212
2205,1115.8152,1201.818,1590.4461
2206,1023.095,1121.0688,1383.9766
2207,977.6163,1056.918,1239.2676
2208,958.5787,1025.0669,1163.9829
2209,949.4124,1013.4031,1133.7789
2210,950.4701,1008.4684,1119.8039
2211,975.501,1008.4684,1117.5498
2212,1050.2412,1022.3753,1122.5087
2213,1156.7108,1041.2167,1152.2619
2214,1208.1828,1057.8152,1250.5378
2215,1188.4401,1077.5539,1398.8532
2216,1167.2872,1100.8815,1544.9146
2217,1170.1076,1115.2369,1644.5429
2218,1164.1143,1119.723,1727.0405
2219,1158.4735,1122.4146,1768.5147
2220,1159.1786,1117.9285,1761.7526
2221,1151.07,1119.723,1758.1462
2222,1142.2563,1110.7508,1716.6719
2223,1147.192,1105.3675,1664.3784
2224,1156.7108,1105.3675,1619.7485
2225,1187.735,1139.0131,1624.7074
2226,1284.6858,1289.745,1798.268
2227,1270.5839,1300.063,1846.5043
2228,1218.4067,1261.9314,1753.1873
2229,1114.7575,1180.2849,1574.217
2230,1019.9221,1091.4607,1367.2967
2231,976.9112,1034.039,1236.5628
2232,957.521,1007.5712,1158.1224
2233,950.4701,997.2533,1132.4264
2234,951.1752,993.2158,1120.2547
2235,972.6806,992.3186,1115.2958
2236,1035.7867,998.1505,1119.3531
2237,1139.0834,1011.1601,1149.5571
2238,1168.3449,1023.7211,1232.9563
2239,1171.8704,1054.2264,1383.9766
2240,1165.1719,1073.5164,1553.0291
2241,1175.0433,1092.3579,1662.1243
2242,1173.2806,1100.8815,1734.2534
2243,1166.9347,1110.7508,1741.9171
2244,1162.7041,1121.0688,1721.18
2245,1154.5955,1114.7883,1700.4429
2246,1144.7241,1108.0592,1694.1316
2247,1144.3716,1095.4982,1629.2154
2248,1156.0057,1095.0496,1624.7074
2249,1184.9146,1126.0035,1677.9026
2250,1239.5596,1270.4549,1818.1034
2251,1222.6373,1276.7354,1808.1857
2252,1181.7417,1239.0524,1688.7219
2253,1107.7066,1186.1168,1548.0702
2254,1029.7934,1120.6202,1360.0838
2255,981.4943,1063.6471,1230.7023
2256,958.2261,1029.1044,1172.0974
2257,947.2971,1015.6462,1136.0329
2258,939.8936,1006.674,1114.845
2259,943.7716,1002.6366,1112.1401
2260,968.45,1005.3282,1110.7877
2261,993.481,1003.0852,1116.6482
2262,1031.2036,997.2533,1124.3119
2263,1080.9129,1009.3657,1163.0813
2264,1115.4626,1034.039,1241.9725
2265,1128.5069,1062.7499,1316.3556
2266,1116.8728,1063.6471,1377.6653
2267,1105.2387,1063.1985,1405.1645
2268,1091.8419,1060.5068,1345.658
2269,1084.4384,1052.8805,1303.2822
2270,1084.0858,1047.4972,1268.1193
2271,1086.9062,1046.1514,1246.4805
2272,1103.1235,1047.0486,1232.5055
2273,1120.7509,1068.5818,1276.6846
2274,1196.9013,1193.2945,1521.0218
2275,1189.4978,1210.7902,1583.2332
2276,1141.9038,1179.8363,1512.9073
2277,1075.6247,1141.7047,1379.9193
2278,1007.2303,1098.6384,1264.062
2279,966.6873,1053.7777,1187.4249
2280,943.7716,1023.7211,1139.1885
2281,931.785,1008.0198,1114.845
2282,928.2595,1001.7393,1109.8861
2283,933.1952,1001.7393,1106.7305
2284,952.2328,1006.2254,1108.5337
2285,970.2128,1002.6366,1108.5337
2286,997.7115,995.9074,1108.0829
2287,1033.6714,1003.9824,1116.6482
2288,1059.76,1022.3753,1143.2458
2289,1075.9772,1032.6932,1176.6055
2290,1084.0858,1044.8056,1195.9902
2291,1083.7333,1058.2638,1198.2442
2292,1085.1435,1060.0582,1205.4571
2293,1085.1435,1060.0582,1207.2604
2294,1096.7776,1063.1985,1197.3426
2295,1116.1677,1067.236,1194.187
2296,1136.263,1069.9276,1198.2442
2297,1165.1719,1091.4607,1246.9314
2298,1267.7635,1218.8651,1454.7532
2299,1251.8988,1224.2484,1550.3243
2300,1176.1009,1178.0419,1474.5887
2301,1088.669,1121.5174,1313.1999
2302,1000.1794,1054.2264,1182.466
2303,957.8736,1016.0948,1129.2708
2304,936.3681,998.5991,1109.8861
2305,928.6121,992.7672,1105.378
2306,928.2595,991.87,1104.9272
2307,949.4124,996.3561,1106.2797
2308,1016.044,1016.992,1121.6071
2309,1112.6423,1043.4598,1209.0636
2310,1169.05,1053.7777,1307.3394
2311,1175.7484,1081.5914,1419.1395
2312,1176.4535,1115.6855,1541.3081
2313,1207.1252,1135.8728,1649.0509
2314,1226.1628,1163.6864,1706.7542
2315,1248.7259,1190.1543,1731.5486
2316,1268.116,1206.3041,1730.6469
2317,1290.6791,1121.0688,1724.3357
2318,1303.0183,1224.2484,1699.5413
2319,1309.7167,1220.6595,1657.6163
2320,1295.2622,1203.6125,1659.4195
2321,1327.3441,1246.6787,1615.6912
2322,1411.9557,1378.1206,1835.2341
2323,1386.5722,1364.6624,1841.0946
2324,1313.5948,1281.6701,1617.0437
2325,1175.7484,1182.5279,1445.2863
2326,1062.933,1086.0774,1240.6201
2327,1005.4676,1037.1793,1157.6716
2328,977.2637,1014.7489,1121.6071
2329,961.3991,1004.431,1111.2385
2330,956.4634,999.9449,1107.6321
2331,973.3857,1004.8796,1109.4353
2332,1031.9087,1028.6558,1127.9184
2333,1113.3474,1058.7124,1233.4072
2334,1162.7041,1066.7873,1369.5508
2335,1180.6841,1102.2273,1519.6694
2336,1196.9013,1141.7047,1659.4195
2337,1218.0542,1165.0323,1775.2768
2338,1237.7969,1204.5097,1845.1519
2339,1256.8345,1220.6595,1858.6761
2340,1258.2447,1235.9122,1837.0373
2341,1264.9431,1243.0899,1827.1196
2342,1256.8345,1239.9496,1788.801
2343,1254.7192,1241.2955,1770.3179
2344,1260.36,1230.0803,1733.3518
2345,1282.218,1243.9871,1731.5486
2346,1360.1311,1390.6816,1935.764
2347,1356.9582,1398.3079,1946.5834
2348,1292.0893,1305.8949,1718.4752
2349,1163.0567,1183.8738,1471.8839
2350,1057.9973,1094.601,1249.1854
2351,1009.3456,1037.1793,1178.8595
2352,977.9688,1010.7115,1132.4264
2353,962.8093,999.4963,1117.099
2354,960.3414,994.5616,1111.6893
2355,974.0908,998.1505,1115.7466
2356,1038.9597,1020.1322,1152.2619
2357,1130.2697,1051.5347,1268.5701
2358,1182.0943,1058.2638,1417.7871
2359,1208.1828,1078.8997,1518.7678
2360,1199.3691,1107.6106,1644.5429
2361,1183.1519,1130.4895,1737.409
2362,1172.928,1135.4242,1778.8833
2363,1172.5755,1134.0784,1745.5236
2364,1178.9213,1131.8354,1723.434
2365,1173.9857,1119.723,1694.1316
2366,1171.8704,1108.5078,1657.6163
2367,1186.6774,1119.723,1609.8308
2368,1184.9146,1118.8258,1571.963
2369,1216.9965,1157.4059,1552.1275
2370,1312.8897,1302.306,1720.2784
2371,1292.4419,1317.5586,1888.4293
2372,1228.6306,1258.3425,1725.2373
2373,1120.3983,1159.649,1535.8984
2374,1025.9154,1078.0025,1285.2499
2375,981.1418,1036.2821,1178.8595
2376,962.4567,1022.3753,1136.9345
2377,953.9955,1015.6462,1118.0006
2378,961.7516,1016.0948,1113.9434
2379,985.0198,1027.3099,1122.0579
2380,1066.1059,1072.1706,1154.516
2381,1175.0433,1121.0688,1270.8241
2382,1207.4777,1122.4146,1383.9766
2383,1180.3315,1134.9756,1496.6783
2384,1159.5312,1150.2282,1594.0525
2385,1161.2939,1127.7979,1649.5017
2386,1152.4802,1132.284,1678.8042
2387,1140.8461,1135.4242,1672.4929
2388,1136.9681,1139.4617,1680.6074
2389,1133.0901,1138.1159,1674.2961
2390,1128.5069,1137.6672,1661.2227
2391,1139.7885,1137.6672,1589.9953
2392,1151.7751,1138.5645,1530.4888
2393,1178.2162,1150.2282,1462.8678
2394,1278.6925,1282.5673,1663.0259
2395,1269.5262,1312.624,1815.3986
2396,1215.9389,1245.3329,1670.6897
2397,1110.1744,1147.9852,1466.0234
2398,1025.9154,1068.1332,1242.8741
2399,977.6163,1030.0016,1188.3265
2400,959.9889,1014.3003,1138.2869
2401,953.9955,1004.8796,1126.1152
2402,952.2328,1001.7393,1115.2958
2403,979.7316,1010.2629,1118.9022
2404,1060.8177,1043.9084,1161.2781
2405,1156.3582,1072.1706,1299.6757
2406,1192.3182,1082.9372,1461.9661
2407,1176.1009,1106.2648,1602.167
2408,1159.5312,1128.2465,1698.6397
2409,1166.2296,1132.7326,1787.8994
2410,1168.3449,1147.088,1863.6349
2411,1166.9347,1162.3406,1841.0946
2412,1182.4468,1172.21,1819.0051
2413,1185.2672,1172.21,1802.3252
2414,1188.7927,1176.696,1761.7526
2415,1201.1319,1164.1351,1644.5429
2416,1202.5421,1159.649,1540.4065
2417,1202.5421,1166.3781,1454.7532
2418,1277.6348,1275.3896,1642.7396
2419,1255.4243,1296.9227,1711.2623
2420,1199.3691,1243.0899,1542.6605
2421,1123.5713,1172.21,1444.8355
2422,1028.0307,1094.601,1265.8652
2423,981.4943,1041.2167,1181.1136
2424,953.9955,1019.235,1132.4264
2425,942.714,1007.1226,1117.099
2426,940.9513,1000.8421,1110.7877
2427,942.714,999.9449,1110.7877
2428,967.0398,1006.2254,1118.0006
2429,985.7249,1002.6366,1124.7627
2430,1031.2036,1003.5338,1150.0079
2431,1073.8619,1031.796,1199.1458
2432,1110.527,1070.3762,1284.3483
2433,1133.0901,1082.9372,1349.7153
2434,1142.2563,1094.601,1396.5992
2435,1147.192,1099.5357,1362.3379
2436,1159.5312,1112.5453,1334.8387
2437,1175.7484,1117.0313,1323.1177
2438,1204.3048,1127.7979,1291.5612
2439,1216.9965,1132.7326,1272.6273
2440,1237.7969,1147.088,1254.1443
2441,1232.8612,1146.1908,1251.4394
2442,1297.025,1251.6134,1444.8355
2443,1273.4043,1274.4924,1502.5388
2444,1204.3048,1226.4914,1435.8194
2445,1114.0524,1160.5462,1339.3467
2446,1031.9087,1088.7691,1218.5305
2447,983.6096,1039.8709,1146.4015
2448,954.7006,1013.8517,1118.9022
2449,936.7207,1001.2907,1110.7877
2450,933.9003,996.3561,1106.2797
2451,930.3748,993.6644,1105.8289
2452,944.8293,997.7019,1108.5337
2453,951.1752,990.0756,1110.7877
2454,987.4876,991.4214,1112.591
2455,1029.7934,1009.3657,1131.074
2456,1069.6314,1038.0765,1171.1958
2457,1097.1301,1063.1985,1227.9975
2458,1122.5136,1083.3858,1236.5628
2459,1152.4802,1097.7412,1250.5378
2460,1163.4092,1108.0592,1237.4644
2461,1183.1519,1119.2744,1249.1854
2462,1208.8879,1135.8728,1230.7023
2463,1226.8679,1151.5741,1215.8257
2464,1242.0275,1154.2657,1220.7846
2465,1246.258,1147.088,1272.1765
2466,1336.8629,1249.3704,1430.8605
2467,1326.9916,1271.8007,1551.2259
2468,1245.5529,1217.0707,1487.2113
2469,1131.3273,1146.6394,1305.0854
2470,1032.9664,1064.0957,1192.3837
2471,981.8469,1026.4127,1133.3281
2472,953.643,1006.2254,1110.7877
2473,943.7716,996.3561,1107.1813
2474,938.836,995.9074,1105.8289
2475,958.9312,1001.2907,1107.6321
2476,1018.1593,1022.3753,1132.4264
2477,1100.6556,1029.1044,1211.3176
2478,1154.2429,1046.1514,1326.7241
2479,1167.2872,1082.04,1489.0146
2480,1173.2806,1131.3867,1600.3638
2481,1186.3248,1145.2936,1700.4429
2482,1192.6707,1150.6768,1747.3268
2483,1200.4268,1166.3781,1825.3164
2484,1200.7793,1169.0697,1812.243
2485,1210.2981,1162.7892,1769.4163
2486,1202.1895,1146.6394,1760.851
2487,1211.3558,1134.527,1686.0171
2488,1222.6373,1123.7604,1623.8058
2489,1228.9832,1135.4242,1568.8073
2490,1323.4661,1261.9314,1759.0478
2491,1308.6591,1278.9784,1847.4059
2492,1240.2647,1221.5567,1706.7542
2493,1128.1544,1143.4991,1472.7855
2494,1025.5628,1066.3387,1294.2661
2495,978.3214,1025.9641,1184.2692
2496,955.0532,1005.7768,1145.049
2497,943.4191,997.7019,1125.2135
2498,943.7716,996.3561,1121.1563
2499,959.9889,1002.1879,1122.0579
2500,1023.4476,1025.0669,1168.9418
2501,1105.2387,1030.8988,1236.5628
2502,1155.3006,1043.4598,1330.3306
2503,1161.6465,1074.8623,1475.9412
2504,1171.8704,1108.0592,1599.913
2505,1186.6774,1126.0035,1685.1155
2506,1199.0166,1111.1994,1747.3268
2507,1217.3491,1116.1341,1720.2784
2508,1231.0985,1124.209,1760.851
2509,1249.431,1128.6951,1742.8187
2510,1268.116,1126.0035,1714.8687
2511,1289.2689,1121.966,1648.1493
2512,1288.2113,1109.8536,1601.2654
2513,1287.5062,1160.5462,1548.0702
2514,1367.8872,1296.4741,1690.5252
2515,1350.2598,1298.7171,1764.4574
2516,1273.4043,1241.2955,1629.2154
2517,1146.1343,1152.9199,1446.6387
2518,1042.4852,1070.8248,1273.9798
2519,984.6672,1029.1044,1172.0974
2520,953.643,1007.5712,1141.4426
2521,943.0666,997.2533,1115.7466
2522,942.3615,995.4588,1113.9434
2523,963.8669,999.4963,1115.2958
2524,1024.8577,1018.3378,1145.4998
2525,1110.1744,1023.2725,1217.1781
2526,1159.5312,1042.114,1318.1588
2527,1173.9857,1060.5068,1459.7121
2528,1188.0876,1092.3579,1581.8807
2529,1218.0542,1115.2369,1688.7219
2530,1250.8412,1147.9852,1734.2534
2531,1290.6791,1191.5001,1776.1784
2532,1330.1645,1243.9871,1782.9405
2533,1371.0601,1274.0438,1798.268
2534,1410.5455,1285.2589,1766.7115
2535,1446.5054,1288.8478,1709.459
2536,1456.7293,1316.6614,1602.167
2537,1425.0,1302.306,1494.875
2538,1473.6517,1406.8314,1628.3138
2539,1436.9866,1434.6451,1723.434
2540,1348.8496,1337.7459,1599.913
2541,1196.1962,1212.5846,1416.4347
2542,1066.1059,1115.2369,1264.5128
2543,1008.6405,1051.5347,1176.6055
2544,974.7959,1025.5155,1129.7216
2545,956.4634,1013.4031,1115.2958
2546,952.2328,1005.7768,1111.2385
2547,968.8026,1012.5059,1115.7466
2548,1029.4409,1033.1418,1147.3031
2549,1102.0658,1032.2446,1212.2192
2550,1164.4668,1053.3291,1325.3717
2551,1194.786,1098.1898,1480.4492
2552,1227.2204,1175.3502,1601.2654
2553,1283.6282,1225.5942,1742.8187
2554,1354.8429,1262.38,1854.6188
2555,1433.4612,1303.6518,1967.3205
2556,1502.5606,1349.4097,2036.2939
2557,1563.1989,1396.5135,2075.5141
2558,1613.9659,1449.8977,2085.8826
2559,1624.8949,1500.1417,2017.36
2560,1583.2942,1544.5538,1881.2164
2561,1545.219,1472.7766,1723.434
2562,1587.1722,1554.8717,1781.1373
2563,1541.6935,1591.2089,1822.1607
2564,1433.8137,1506.8708,1637.7808
2565,1285.7434,1334.6057,1434.4669
2566,1140.8461,1189.257,1270.3733
2567,1068.5737,1102.6759,1179.7612
2568,1033.6714,1053.7777,1136.4837
2569,1000.8845,1028.6558,1120.2547
2570,989.2504,1016.992,1114.3942
2571,1000.8845,1015.1975,1118.0006
2572,1047.0683,1035.8335,1143.2458
2573,1114.405,1038.9737,1201.3999
2574,1179.979,1049.2917,1300.5773
2575,1247.6682,1097.7412,1456.5565
2576,1304.076,1118.8258,1594.9541
2577,1366.8295,1161.892,1763.5558
2578,1391.8605,1191.5001,1795.5631
2579,1401.3793,1203.1639,1755.8921
2580,1417.5965,1215.2762,1753.1873
2581,1427.1153,1200.4722,1725.2373
2582,1460.2548,1178.0419,1661.2227
2583,1462.3701,1135.4242,1597.2082
2584,1437.3392,1142.1533,1542.6605
2585,1364.0092,1146.1908,1476.8428
2586,1376.3483,1235.4636,1583.2332
2587,1351.67,1261.9314,1635.0759
2588,1289.974,1213.0332,1527.3331
2589,1177.5111,1146.1908,1407.4185
2590,1072.4518,1076.2081,1275.3322
2591,1013.5762,1032.2446,1174.8023
2592,975.8535,1008.917,1139.6394
2593,955.4057,1000.8421,1121.1563
2594,940.2462,996.3561,1114.3942
2595,937.7783,995.4588,1113.9434
2596,951.1752,1000.3935,1121.6071
2597,961.3991,992.3186,1121.6071
2598,1018.5119,998.1505,1143.6966
2599,1091.1368,1024.1697,1191.4821
2600,1147.8971,1063.1985,1269.0209
2601,1184.5621,1102.6759,1332.5846
2602,1188.7927,1117.4799,1354.6742
2603,1197.6064,1098.1898,1352.4201
2604,1199.3691,1107.162,1300.1265
2605,1208.8879,1103.5731,1291.1104
2606,1230.0408,1111.1994,1275.3322
2607,1250.4886,1116.5827,1256.8491
2608,1260.0074,1120.6202,1251.4394
2609,1256.1294,1129.5923,1253.6935
2610,1308.3065,1252.062,1350.6169
2611,1296.6724,1297.8199,1447.9911
2612,1234.2714,1245.3329,1407.4185
2613,1140.8461,1174.453,1318.6096
2614,1047.0683,1096.844,1205.0063
2615,993.8335,1040.3195,1149.1063
2616,957.1685,1013.8517,1120.2547
2617,937.7783,999.0477,1109.8861
2618,928.9646,993.6644,1105.8289
2619,929.6697,992.7672,1105.378
2620,938.836,995.4588,1106.2797
2621,941.3038,985.5895,1105.8289
2622,982.9045,990.0756,1106.2797
2623,1042.1326,1008.0198,1121.6071
2624,1086.2011,1038.5251,1156.77
2625,1114.405,1061.4041,1182.466
2626,1141.1987,1077.5539,1199.1458
2627,1161.6465,1091.9093,1199.5966
2628,1182.0943,1098.6384,1196.8918
2629,1201.837,1097.2926,1190.1297
2630,1222.6373,1096.844,1180.212
2631,1248.7259,1097.2926,1168.491
2632,1256.8345,1092.8065,1177.9579
2633,1240.6173,1086.9747,1193.2854
2634,1315.71,1174.453,1288.4056
2635,1329.4594,1230.5289,1420.9427
2636,1249.7835,1182.0793,1392.5419
2637,1135.5579,1119.723,1262.7096
2638,1029.0883,1050.1889,1183.8184
2639,978.6739,1016.5434,1128.82
2640,953.2905,999.0477,1111.6893
2641,938.836,991.4214,1106.7305
2642,938.4834,990.0756,1105.8289
2643,953.2905,994.113,1109.8861
2644,1007.2303,1014.3003,1135.5821
2645,1084.0858,1021.0294,1187.4249
2646,1142.9614,1038.0765,1285.2499
2647,1173.9857,1073.5164,1416.8855
2648,1203.5997,1105.8162,1525.5299
2649,1237.4443,1117.4799,1635.9775
2650,1256.8345,1127.3493,1668.8864
2651,1272.3466,1124.6576,1672.4929
2652,1295.2622,1093.7038,1686.0171
2653,1322.761,1094.1524,1686.0171
2654,1341.4461,1091.4607,1630.5679
2655,1356.6056,1085.6288,1591.3477
2656,1343.9139,1084.283,1516.063
2657,1319.2355,1105.8162,1445.2863
2658,1390.0977,1230.0803,1548.9718
2659,1392.9181,1274.4924,1692.3284
2660,1303.7234,1219.7623,1550.3243
2661,1171.5178,1131.3867,1407.4185
2662,1059.76,1056.0208,1248.7346
2663,1002.6472,1018.3378,1163.5321
2664,971.623,1002.1879,1131.9756
2665,957.8736,989.6269,1115.2958
2666,955.7583,988.2811,1112.1401
2667,973.3857,992.3186,1118.9022
2668,1034.3765,1011.1601,1155.4176
2669,1114.7575,1021.478,1207.2604
2670,1168.3449,1040.3195,1312.7491
2671,1182.7994,1062.7499,1451.5976
2672,1188.7927,1090.1149,1576.0202
2673,1215.2338,1101.3301,1670.6897
2674,1236.3867,1107.6106,1763.5558
2675,1260.7125,1110.3022,1806.3825
2676,1290.6791,1088.7691,1828.0212
2677,1320.6457,1083.3858,1864.5365
2678,1347.4394,1082.4886,1843.3486
2679,1376.3483,1128.2465,1782.0389
2680,1377.7585,1123.7604,1740.1139
2681,1347.7919,1142.1533,1618.8469
2682,1411.9557,1260.5855,1723.434
2683,1400.3216,1322.9419,1813.1446
2684,1312.5371,1253.4078,1609.8308
2685,1166.9347,1134.0784,1437.6226
2686,1056.9396,1060.0582,1256.3983
2687,1001.5896,1020.5808,1148.2047
2688,975.501,1004.8796,1119.8039
2689,962.1042,997.2533,1109.8861
2690,958.9312,995.4588,1105.8289
2691,980.0841,1001.7393,1107.6321
2692,1038.6071,1027.7585,1140.0902
2693,1113.6999,1041.2167,1181.1136
2694,1171.8704,1064.5443,1279.3894
2695,1185.2672,1090.5635,1423.6476
2696,1200.4268,1119.2744,1550.3243
2697,1234.2714,1132.284,1707.6558
2698,1259.3023,1148.8824,1813.1446
2699,1291.0317,1128.2465,1896.5438
2700,1332.9849,1147.5366,1928.5511
2701,1377.7585,1153.3685,1956.5011
2702,1419.3592,1175.3502,1927.1987
2703,1446.1529,1201.3694,1868.5938
2704,1439.4545,1202.7153,1740.1139
2705,1400.6742,1201.818,1582.3315
2706,1457.787,1312.624,1620.6501
2707,1434.5188,1359.2791,1725.2373
2708,1347.0868,1278.0812,1567.9057
2709,1197.6064,1157.8546,1364.1411
2710,1072.8043,1071.2734,1205.0063
2711,1011.4609,1027.3099,1150.4587
2712,981.4943,1005.7768,1131.074
2713,962.4567,996.8047,1115.2958
2714,958.9312,995.4588,1111.2385
2715,981.1418,998.5991,1115.2958
2716,1037.1969,1017.8892,1144.1474
2717,1115.1101,1030.8988,1208.162
2718,1171.5178,1052.8805,1341.6008
2719,1189.8503,1091.4607,1490.8178
2720,1209.9456,1135.4242,1692.3284
2721,1248.3733,1162.3406,1857.3236
2722,1286.8011,1184.3224,1958.7551
2723,1329.4594,1182.5279,2028.6302
2724,1382.3417,1219.7623,2109.3246
2725,1438.0443,1268.2119,2115.1851
2726,1493.0418,1262.38,2097.6036
2727,1523.361,1282.5673,2017.36
2728,1525.8288,1301.4088,1885.2736
2729,1471.1838,1299.1657,1695.0332
2730,1513.4896,1428.3646,1695.9348
2731,1484.5807,1458.8698,1837.0373
2732,1383.7519,1357.4847,1657.6163
2733,1228.2781,1204.5097,1426.3524
2734,1097.1301,1096.844,1249.1854
2735,1032.2613,1043.0112,1176.1547
2736,997.359,1016.5434,1138.2869
2737,976.9112,1005.3282,1122.9595
2738,971.9755,1001.7393,1113.4926
2739,986.0774,1005.7768,1119.8039
2740,1037.1969,1029.1044,1149.5571
2741,1110.8795,1043.9084,1232.5055
2742,1175.0433,1069.0304,1352.4201
2743,1201.1319,1113.4425,1502.9896
2744,1232.1561,1157.4059,1670.6897
2745,1277.9874,1172.6586,1785.6454
2746,1337.568,1197.7806,1897.8962
2747,1404.5522,1171.3128,1904.2075
2748,1463.4278,1197.7806,1937.1164
2749,1509.259,1244.4357,1914.5761
2750,1504.6759,1303.2032,1845.1519
2751,1505.7335,1331.9141,1771.2196
2752,1495.5096,1328.3252,1604.8719
2753,1435.929,1360.1763,1487.6621
2754,1475.4144,1393.8218,1519.6694
2755,1445.0953,1450.7949,1687.8203
2756,1372.1178,1367.354,1544.9146
2757,1251.8988,1259.6883,1411.025
2758,1133.7952,1141.7047,1268.5701
2759,1058.7024,1073.0678,1162.6305
