hour,nuclear_north,coal_north,ct_north,wind_north,ccgt_south_1,ccgt_south_2,ct_south,solar_south,coal_east,ccgt_east,ct_east,wind_east
1489,1.0,1.0,1.0,0.5396,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7435
1490,1.0,1.0,1.0,0.564,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7972
1491,1.0,1.0,1.0,0.5352,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7889
1492,1.0,1.0,1.0,0.5151,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8268
1493,1.0,1.0,1.0,0.4837,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8613
1494,1.0,1.0,1.0,0.4622,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9055
1495,1.0,1.0,1.0,0.4996,1.0,1.0,1.0,0.0846,1.0,1.0,1.0,0.9116
1496,1.0,1.0,1.0,0.3372,1.0,1.0,1.0,0.2117,1.0,1.0,1.0,0.8492
1497,1.0,1.0,1.0,0.3645,1.0,1.0,1.0,0.4127,1.0,1.0,1.0,0.826
1498,1.0,1.0,1.0,0.3006,1.0,1.0,1.0,0.4994,1.0,1.0,1.0,0.8169
1499,1.0,1.0,1.0,0.2811,1.0,1.0,1.0,0.5283,1.0,1.0,1.0,0.8098
1500,1.0,1.0,1.0,0.1887,1.0,1.0,1.0,0.5752,1.0,1.0,1.0,0.8653
1501,1.0,1.0,1.0,0.1763,1.0,1.0,1.0,0.4759,1.0,1.0,1.0,0.8999
1502,1.0,1.0,1.0,0.1979,1.0,1.0,1.0,0.4336,1.0,1.0,1.0,0.8882
1503,1.0,1.0,1.0,0.2318,1.0,1.0,1.0,0.3179,1.0,1.0,1.0,0.9456
1504,1.0,1.0,1.0,0.171,1.0,1.0,1.0,0.2897,1.0,1.0,1.0,0.9334
1505,1.0,1.0,1.0,0.1995,1.0,1.0,1.0,0.1009,1.0,1.0,1.0,0.9214
1506,1.0,1.0,1.0,0.2789,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8807
1507,1.0,1.0,1.0,0.2506,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8001
1508,1.0,1.0,1.0,0.2566,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7162
1509,1.0,1.0,1.0,0.1472,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7766
1510,1.0,1.0,1.0,0.1172,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8118
1511,1.0,1.0,1.0,0.1341,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7507
1512,1.0,1.0,1.0,0.185,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7486
1513,1.0,1.0,1.0,0.1612,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7915
1514,1.0,1.0,1.0,0.3391,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6401
1515,1.0,1.0,1.0,0.3685,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7635
1516,1.0,1.0,1.0,0.2749,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8174
1517,1.0,1.0,1.0,0.3795,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8495
1518,1.0,1.0,1.0,0.2856,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8902
1519,1.0,1.0,1.0,0.3153,1.0,1.0,1.0,0.116,1.0,0.0,1.0,0.7874
1520,1.0,1.0,1.0,0.2537,1.0,1.0,1.0,0.2582,1.0,0.0,1.0,0.7661
1521,1.0,1.0,1.0,0.179,1.0,1.0,1.0,0.3576,1.0,0.0,1.0,0.8299
1522,1.0,1.0,1.0,0.2419,1.0,1.0,1.0,0.5119,1.0,0.0,1.0,0.8218
1523,1.0,1.0,1.0,0.2315,1.0,1.0,1.0,0.4492,1.0,0.0,1.0,0.8501
1524,1.0,1.0,1.0,0.3632,1.0,1.0,1.0,0.5661,1.0,0.0,1.0,0.8988
1525,1.0,1.0,1.0,0.2886,1.0,1.0,1.0,0.5208,1.0,0.0,1.0,0.9136
1526,1.0,1.0,1.0,0.1943,1.0,1.0,1.0,0.5622,1.0,0.0,1.0,0.8994
1527,1.0,1.0,1.0,0.1752,1.0,1.0,1.0,0.4969,1.0,0.0,1.0,0.9105
1528,1.0,1.0,1.0,0.3793,1.0,1.0,1.0,0.3125,1.0,0.0,1.0,0.8401
1529,1.0,1.0,1.0,0.4533,1.0,1.0,1.0,0.1188,1.0,0.0,1.0,0.8549
1530,1.0,1.0,1.0,0.5027,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8783
1531,1.0,1.0,1.0,0.5535,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8769
1532,1.0,1.0,1.0,0.5093,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9092
1533,1.0,1.0,1.0,0.7291,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.911
1534,1.0,1.0,1.0,0.7538,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.909
1535,1.0,1.0,1.0,0.7706,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9462
1536,1.0,1.0,1.0,0.8193,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9192
1537,1.0,1.0,1.0,0.7348,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9448
1538,1.0,1.0,1.0,0.6635,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9611
1539,1.0,1.0,1.0,0.639,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9677
1540,1.0,1.0,1.0,0.7108,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9589
1541,1.0,1.0,1.0,0.6026,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9596
1542,1.0,1.0,1.0,0.5936,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9418
1543,1.0,1.0,1.0,0.5727,1.0,1.0,1.0,0.1212,1.0,0.0,1.0,0.924
1544,1.0,1.0,1.0,0.4332,1.0,1.0,1.0,0.3084,1.0,0.0,1.0,0.9214
1545,1.0,1.0,1.0,0.3916,1.0,1.0,1.0,0.4067,1.0,0.0,1.0,0.8881
1546,1.0,1.0,1.0,0.4405,1.0,1.0,1.0,0.5318,1.0,0.0,1.0,0.8723
1547,1.0,1.0,1.0,0.3203,1.0,1.0,1.0,0.7029,1.0,0.0,1.0,0.8132
1548,1.0,1.0,1.0,0.4409,1.0,1.0,1.0,0.7886,1.0,0.0,1.0,0.8387
1549,1.0,1.0,1.0,0.4829,1.0,1.0,1.0,0.716,1.0,0.0,1.0,0.897
1550,1.0,1.0,1.0,0.5133,1.0,1.0,1.0,0.5998,1.0,0.0,1.0,0.9459
1551,1.0,1.0,1.0,0.5132,1.0,1.0,1.0,0.4307,1.0,0.0,1.0,0.9174
1552,1.0,1.0,1.0,0.4176,1.0,1.0,1.0,0.2634,1.0,0.0,1.0,0.8837
1553,1.0,1.0,1.0,0.3655,1.0,1.0,1.0,0.0989,1.0,0.0,1.0,0.8747
1554,1.0,1.0,1.0,0.3989,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8971
1555,1.0,1.0,1.0,0.3481,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8871
1556,1.0,1.0,1.0,0.3672,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9145
1557,1.0,1.0,1.0,0.3007,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9254
1558,1.0,1.0,1.0,0.3402,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.865
1559,1.0,1.0,1.0,0.387,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8646
1560,1.0,1.0,1.0,0.2641,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8007
1561,1.0,1.0,1.0,0.2745,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7656
1562,1.0,1.0,1.0,0.1858,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7382
1563,1.0,1.0,1.0,0.1104,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7855
1564,1.0,1.0,1.0,0.0968,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7827
1565,1.0,1.0,1.0,0.2334,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.7526
1566,1.0,1.0,1.0,0.2924,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.8635
1567,1.0,1.0,1.0,0.408,1.0,1.0,1.0,0.1354,1.0,0.0,1.0,0.819
1568,1.0,1.0,1.0,0.4626,1.0,1.0,1.0,0.2936,1.0,0.0,1.0,0.8316
1569,1.0,1.0,1.0,0.4812,1.0,1.0,1.0,0.4345,1.0,0.0,1.0,0.86
1570,1.0,1.0,1.0,0.5594,1.0,1.0,1.0,0.5343,1.0,1.0,1.0,0.8643
1571,1.0,1.0,1.0,0.5014,1.0,1.0,1.0,0.626,1.0,1.0,1.0,0.8196
1572,1.0,1.0,1.0,0.542,1.0,1.0,1.0,0.6717,1.0,1.0,1.0,0.7628
1573,1.0,1.0,1.0,0.6396,1.0,1.0,1.0,0.681,1.0,1.0,1.0,0.7993
1574,1.0,1.0,1.0,0.6898,1.0,1.0,1.0,0.6879,1.0,1.0,1.0,0.8505
1575,1.0,1.0,1.0,0.77,1.0,1.0,1.0,0.5099,1.0,1.0,1.0,0.8455
1576,1.0,1.0,1.0,0.7746,1.0,1.0,1.0,0.3065,1.0,1.0,1.0,0.772
1577,1.0,1.0,1.0,0.8566,1.0,1.0,1.0,0.1274,1.0,1.0,1.0,0.7717
1578,1.0,1.0,1.0,0.8402,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8511
1579,1.0,1.0,1.0,0.9129,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7975
1580,1.0,1.0,1.0,0.9225,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7774
1581,1.0,1.0,1.0,0.9061,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7799
1582,1.0,1.0,1.0,0.8562,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8375
1583,1.0,1.0,1.0,0.8094,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.808
1584,1.0,1.0,1.0,0.7423,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8303
1585,1.0,1.0,1.0,0.7297,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8868
1586,1.0,1.0,1.0,0.6261,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.819
1587,1.0,1.0,1.0,0.7212,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7382
1588,1.0,1.0,1.0,0.7228,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7319
1589,1.0,1.0,1.0,0.7216,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7939
1590,1.0,1.0,1.0,0.6257,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.811
1591,1.0,1.0,1.0,0.5566,1.0,1.0,1.0,0.148,1.0,1.0,1.0,0.8604
1592,1.0,1.0,1.0,0.3638,1.0,1.0,1.0,0.363,1.0,1.0,1.0,0.7685
1593,1.0,1.0,1.0,0.5055,1.0,1.0,1.0,0.5479,1.0,1.0,1.0,0.7885
1594,1.0,1.0,1.0,0.383,1.0,1.0,1.0,0.621,1.0,1.0,1.0,0.5773
1595,1.0,1.0,1.0,0.2821,1.0,1.0,1.0,0.758,1.0,1.0,1.0,0.6896
1596,1.0,1.0,1.0,0.3981,1.0,1.0,1.0,0.7144,1.0,1.0,1.0,0.7724
1597,1.0,1.0,1.0,0.4335,1.0,1.0,1.0,0.7114,1.0,1.0,1.0,0.7506
1598,1.0,1.0,1.0,0.4454,1.0,1.0,1.0,0.5217,1.0,1.0,1.0,0.5724
1599,1.0,1.0,1.0,0.4761,1.0,1.0,1.0,0.4236,1.0,1.0,1.0,0.56
1600,1.0,1.0,1.0,0.5595,1.0,1.0,1.0,0.2815,1.0,1.0,1.0,0.6584
1601,1.0,1.0,1.0,0.5658,1.0,1.0,1.0,0.0942,1.0,1.0,1.0,0.6927
1602,1.0,1.0,1.0,0.4291,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8126
1603,1.0,1.0,1.0,0.4944,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7942
1604,1.0,1.0,1.0,0.531,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8862
1605,1.0,1.0,1.0,0.6291,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7882
1606,1.0,1.0,1.0,0.5183,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7388
1607,1.0,1.0,1.0,0.4536,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6426
1608,1.0,1.0,1.0,0.4868,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7006
1609,1.0,1.0,1.0,0.4052,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6063
1610,1.0,1.0,1.0,0.2318,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6904
1611,1.0,1.0,1.0,0.2506,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7405
1612,1.0,1.0,1.0,0.3205,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7524
1613,1.0,1.0,1.0,0.3151,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7444
1614,1.0,1.0,1.0,0.3627,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6679
1615,1.0,1.0,1.0,0.3994,1.0,1.0,1.0,0.1188,1.0,1.0,1.0,0.7147
1616,1.0,1.0,1.0,0.4027,1.0,1.0,1.0,0.2669,1.0,1.0,1.0,0.6775
1617,1.0,1.0,1.0,0.4165,1.0,1.0,1.0,0.41,1.0,1.0,1.0,0.7345
1618,1.0,1.0,1.0,0.5357,1.0,1.0,1.0,0.5624,1.0,1.0,1.0,0.8234
1619,1.0,1.0,1.0,0.4499,1.0,1.0,1.0,0.506,1.0,1.0,1.0,0.8043
1620,1.0,1.0,1.0,0.5183,1.0,1.0,1.0,0.5053,1.0,1.0,1.0,0.8655
1621,1.0,1.0,1.0,0.4147,1.0,1.0,1.0,0.4162,1.0,1.0,1.0,0.8699
1622,1.0,1.0,1.0,0.351,1.0,1.0,1.0,0.382,1.0,1.0,1.0,0.889
1623,1.0,1.0,1.0,0.4552,1.0,1.0,1.0,0.3392,1.0,1.0,1.0,0.8297
1624,1.0,1.0,1.0,0.3543,1.0,1.0,1.0,0.2673,1.0,1.0,1.0,0.7898
1625,1.0,1.0,1.0,0.3387,1.0,1.0,1.0,0.1095,1.0,1.0,1.0,0.7442
1626,1.0,1.0,1.0,0.5437,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8228
1627,1.0,1.0,1.0,0.6287,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8013
1628,1.0,1.0,1.0,0.5623,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8321
1629,1.0,1.0,1.0,0.5107,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8255
1630,1.0,1.0,1.0,0.4949,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.8039
1631,1.0,1.0,1.0,0.6076,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7071
1632,1.0,1.0,1.0,0.5159,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5516
1633,1.0,1.0,1.0,0.4225,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5276
1634,1.0,1.0,1.0,0.4861,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5092
1635,1.0,1.0,1.0,0.3441,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4393
1636,1.0,1.0,1.0,0.2795,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4606
1637,1.0,1.0,1.0,0.2787,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6369
1638,1.0,1.0,1.0,0.2816,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.7494
1639,1.0,1.0,1.0,0.1996,1.0,1.0,1.0,0.0621,1.0,1.0,1.0,0.7473
1640,1.0,1.0,1.0,0.2269,1.0,1.0,1.0,0.1832,1.0,1.0,1.0,0.7476
1641,1.0,1.0,1.0,0.2694,1.0,1.0,1.0,0.262,1.0,1.0,1.0,0.7844
1642,1.0,1.0,1.0,0.2311,1.0,1.0,1.0,0.3802,1.0,1.0,1.0,0.7946
1643,1.0,1.0,1.0,0.3573,1.0,1.0,1.0,0.4324,1.0,1.0,1.0,0.825
1644,1.0,1.0,1.0,0.3886,1.0,1.0,1.0,0.5138,1.0,1.0,1.0,0.8339
1645,1.0,1.0,1.0,0.3113,1.0,1.0,1.0,0.4625,1.0,1.0,1.0,0.8336
1646,1.0,1.0,1.0,0.4489,1.0,1.0,1.0,0.4437,1.0,1.0,1.0,0.7939
1647,1.0,1.0,1.0,0.405,1.0,1.0,1.0,0.3705,1.0,1.0,1.0,0.809
1648,1.0,1.0,1.0,0.4224,1.0,1.0,1.0,0.2952,1.0,1.0,1.0,0.6496
1649,1.0,1.0,1.0,0.3831,1.0,1.0,1.0,0.1352,1.0,1.0,1.0,0.6682
1650,1.0,1.0,1.0,0.4387,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4911
1651,1.0,1.0,1.0,0.3989,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5168
1652,1.0,1.0,1.0,0.3665,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4333
1653,1.0,1.0,1.0,0.3568,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5487
1654,1.0,1.0,1.0,0.3208,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5572
1655,1.0,1.0,1.0,0.4122,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5578
1656,1.0,1.0,1.0,0.3112,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5911
1657,1.0,1.0,1.0,0.3129,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5159
1658,1.0,1.0,1.0,0.3243,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6137
1659,1.0,1.0,1.0,0.319,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6683
1660,1.0,1.0,1.0,0.4014,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6214
1661,1.0,1.0,1.0,0.2856,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5296
1662,1.0,1.0,1.0,0.3333,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4941
1663,1.0,1.0,1.0,0.2477,1.0,1.0,1.0,0.1566,1.0,1.0,1.0,0.4829
1664,1.0,1.0,1.0,0.2213,1.0,1.0,1.0,0.3488,1.0,1.0,1.0,0.3884
1665,1.0,1.0,1.0,0.1551,1.0,1.0,1.0,0.5079,1.0,1.0,1.0,0.3525
1666,1.0,1.0,1.0,0.1464,1.0,1.0,1.0,0.6928,1.0,1.0,1.0,0.309
1667,1.0,1.0,1.0,0.1284,1.0,1.0,1.0,0.7814,1.0,1.0,1.0,0.2974
1668,1.0,1.0,1.0,0.2163,1.0,1.0,1.0,0.6953,1.0,1.0,1.0,0.2871
1669,1.0,1.0,1.0,0.2374,1.0,1.0,1.0,0.5551,1.0,1.0,1.0,0.3275
1670,1.0,1.0,1.0,0.2728,1.0,1.0,1.0,0.6057,1.0,1.0,1.0,0.3329
1671,1.0,1.0,1.0,0.2073,1.0,1.0,1.0,0.4059,1.0,1.0,1.0,0.3679
1672,1.0,1.0,1.0,0.2602,1.0,1.0,1.0,0.2725,1.0,1.0,1.0,0.3903
1673,1.0,1.0,1.0,0.391,1.0,1.0,1.0,0.1332,1.0,1.0,1.0,0.3755
1674,1.0,1.0,1.0,0.4681,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4349
1675,1.0,1.0,1.0,0.3576,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2275
1676,1.0,1.0,1.0,0.3244,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2109
1677,1.0,1.0,1.0,0.3371,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1843
1678,1.0,1.0,1.0,0.2972,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1964
1679,1.0,1.0,1.0,0.5122,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1685
1680,1.0,1.0,1.0,0.4671,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2022
1681,1.0,1.0,1.0,0.4636,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2525
1682,1.0,1.0,1.0,0.4123,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1757
1683,1.0,1.0,1.0,0.4339,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1933
1684,1.0,1.0,1.0,0.5555,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1367
1685,1.0,1.0,1.0,0.563,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1642
1686,1.0,1.0,1.0,0.5415,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.148
1687,1.0,1.0,1.0,0.4458,1.0,1.0,1.0,0.1276,1.0,1.0,1.0,0.1205
1688,1.0,1.0,1.0,0.5521,1.0,1.0,1.0,0.3205,1.0,1.0,1.0,0.0735
1689,1.0,1.0,1.0,0.5373,1.0,1.0,1.0,0.5128,1.0,1.0,1.0,0.0759
1690,1.0,1.0,1.0,0.5192,1.0,1.0,1.0,0.5818,1.0,1.0,1.0,0.0553
1691,1.0,1.0,1.0,0.3215,1.0,1.0,1.0,0.6071,1.0,1.0,1.0,0.0363
1692,1.0,1.0,1.0,0.316,1.0,1.0,1.0,0.5353,1.0,1.0,1.0,0.0421
1693,1.0,1.0,1.0,0.2906,1.0,1.0,1.0,0.5436,1.0,1.0,1.0,0.063
1694,1.0,1.0,1.0,0.1813,1.0,1.0,1.0,0.5341,1.0,1.0,1.0,0.0767
1695,1.0,1.0,1.0,0.2462,1.0,1.0,1.0,0.4123,1.0,1.0,1.0,0.051
1696,1.0,1.0,1.0,0.2183,1.0,1.0,1.0,0.2755,1.0,1.0,1.0,0.0526
1697,1.0,1.0,1.0,0.3597,1.0,1.0,1.0,0.1508,1.0,1.0,1.0,0.0708
1698,1.0,1.0,1.0,0.4831,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0722
1699,1.0,1.0,1.0,0.4206,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0854
1700,1.0,1.0,1.0,0.5413,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0786
1701,1.0,1.0,1.0,0.6729,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0738
1702,1.0,1.0,1.0,0.6227,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0634
1703,1.0,1.0,1.0,0.5304,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0827
1704,1.0,1.0,1.0,0.3436,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1078
1705,1.0,1.0,1.0,0.3781,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0951
1706,1.0,1.0,1.0,0.3043,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1268
1707,1.0,1.0,1.0,0.3404,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0847
1708,1.0,1.0,1.0,0.3008,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.085
1709,1.0,1.0,1.0,0.2508,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.058
1710,1.0,1.0,1.0,0.2208,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0428
1711,1.0,1.0,1.0,0.1569,1.0,1.0,1.0,0.1047,1.0,1.0,1.0,0.0293
1712,1.0,1.0,1.0,0.1381,1.0,1.0,1.0,0.272,1.0,1.0,1.0,0.0257
1713,1.0,1.0,1.0,0.1154,1.0,1.0,1.0,0.3289,1.0,1.0,1.0,0.035
1714,1.0,1.0,1.0,0.1209,1.0,1.0,1.0,0.4423,1.0,1.0,1.0,0.0372
1715,1.0,1.0,1.0,0.1311,1.0,1.0,1.0,0.5403,1.0,1.0,1.0,0.0333
1716,1.0,1.0,1.0,0.0986,1.0,1.0,1.0,0.6024,1.0,1.0,1.0,0.0343
1717,1.0,1.0,1.0,0.1463,1.0,1.0,1.0,0.5579,1.0,1.0,1.0,0.02
1718,1.0,1.0,1.0,0.1455,1.0,1.0,1.0,0.4461,1.0,1.0,1.0,0.0252
1719,1.0,1.0,1.0,0.2325,1.0,1.0,1.0,0.4386,1.0,1.0,1.0,0.02
1720,1.0,1.0,1.0,0.254,1.0,1.0,1.0,0.2742,1.0,1.0,1.0,0.02
1721,1.0,1.0,1.0,0.2642,1.0,1.0,1.0,0.1111,1.0,1.0,1.0,0.02
1722,1.0,1.0,1.0,0.2371,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
1723,1.0,1.0,1.0,0.2847,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.02
1724,1.0,1.0,1.0,0.2921,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0219
1725,1.0,1.0,1.0,0.3632,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0398
1726,1.0,1.0,1.0,0.5035,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0838
1727,1.0,1.0,1.0,0.4393,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.089
1728,1.0,1.0,1.0,0.4917,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0905
1729,1.0,1.0,1.0,0.5422,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0909
1730,1.0,1.0,1.0,0.5796,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.079
1731,1.0,1.0,1.0,0.539,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0945
1732,1.0,1.0,1.0,0.5009,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1474
1733,1.0,1.0,1.0,0.4491,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0702
1734,1.0,1.0,1.0,0.3982,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0709
1735,1.0,1.0,1.0,0.3323,1.0,1.0,1.0,0.1279,1.0,1.0,1.0,0.1209
1736,1.0,1.0,1.0,0.3281,1.0,1.0,1.0,0.2824,1.0,1.0,1.0,0.1424
1737,1.0,1.0,1.0,0.276,1.0,1.0,1.0,0.3881,1.0,1.0,1.0,0.1672
1738,1.0,1.0,1.0,0.313,1.0,1.0,1.0,0.497,1.0,1.0,1.0,0.1066
1739,1.0,1.0,1.0,0.3217,1.0,1.0,1.0,0.5438,1.0,1.0,1.0,0.1388
1740,1.0,1.0,1.0,0.339,1.0,1.0,1.0,0.5307,1.0,1.0,1.0,0.1937
1741,1.0,1.0,1.0,0.3215,1.0,1.0,1.0,0.5109,1.0,1.0,1.0,0.2105
1742,1.0,1.0,1.0,0.3309,1.0,1.0,1.0,0.4651,1.0,1.0,1.0,0.1794
1743,1.0,1.0,1.0,0.3159,1.0,1.0,1.0,0.4162,1.0,1.0,1.0,0.2094
1744,1.0,1.0,1.0,0.3822,1.0,1.0,1.0,0.3015,1.0,1.0,1.0,0.1597
1745,1.0,1.0,1.0,0.3488,1.0,1.0,1.0,0.1701,1.0,1.0,1.0,0.1162
1746,1.0,1.0,1.0,0.3829,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.155
1747,1.0,1.0,1.0,0.2842,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.2193
1748,1.0,1.0,1.0,0.3429,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1824
1749,1.0,1.0,1.0,0.3037,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.1333
