hour,NORTH,SOUTH,EAST
1869,1117.05,1273.69,812.91
1870,1040.65,1179.14,728.65
1871,945.91,1059.57,655.96
1872,882.61,997.91,615.17
1873,827.48,983.41,593.87
1874,796.36,955.91,576.23
1875,769.2,933.03,557.62
1876,788.48,932.65,562.43
1877,850.14,1000.84,582.86
1878,951.86,1109.21,630.08
1879,1017.93,1226.34,703.89
1880,1070.41,1276.93,729.37
1881,1110.75,1316.7,744.83
1882,1114.84,1312.18,750.61
1883,1126.63,1323.29,755.02
1884,1099.26,1323.61,747.02
1885,1093.15,1327.37,737.0
1886,1079.71,1327.31,740.04
1887,1094.25,1326.04,759.82
1888,1105.48,1361.05,789.71
1889,1167.31,1393.45,813.68
1890,1226.22,1401.78,852.03
1891,1205.05,1402.7,848.36
1892,1138.0,1334.49,804.41
1893,1039.02,1244.82,754.08
1894,958.19,1158.87,699.45
1895,873.85,1077.69,640.05
1896,808.27,1023.38,606.85
1897,776.76,993.22,570.59
1898,755.35,970.46,568.48
1899,737.97,958.05,547.41
1900,745.75,970.5,558.03
1901,799.67,1003.68,589.27
1902,889.67,1113.74,652.25
1903,971.88,1178.03,704.56
1904,1023.34,1217.3,743.19
1905,1031.07,1241.08,755.81
1906,1044.77,1240.66,751.5
1907,1059.9,1245.69,748.38
1908,1056.38,1273.32,749.4
1909,1054.91,1276.17,727.89
1910,1047.05,1263.98,744.44
1911,1066.93,1267.79,760.81
1912,1107.79,1283.65,798.86
1913,1119.59,1355.0,851.19
1914,1181.56,1398.63,875.62
1915,1129.36,1353.67,857.34
1916,1076.51,1297.65,793.17
1917,1026.42,1222.61,738.92
1918,946.42,1141.42,696.0
1919,853.62,1044.3,630.54
1920,794.92,982.84,593.5
1921,770.35,957.45,560.63
1922,734.97,932.05,548.73
1923,740.02,926.72,549.71
1924,752.51,931.92,546.42
1925,783.06,988.03,565.88
1926,858.79,1066.93,634.27
1927,928.83,1157.09,697.91
1928,983.77,1187.75,724.36
1929,1017.43,1203.39,753.59
1930,1008.4,1234.99,747.83
1931,1017.52,1238.01,763.08
1932,1010.75,1249.47,761.7
1933,1023.19,1260.12,759.08
1934,1009.27,1258.67,736.94
1935,1045.17,1284.84,741.94
1936,1078.33,1328.39,770.44
1937,1115.49,1390.21,805.77
1938,1149.53,1450.22,847.09
1939,1132.32,1465.58,851.26
1940,1069.78,1387.82,803.99
1941,1007.97,1282.24,759.54
1942,919.04,1166.71,691.53
1943,821.75,1079.87,633.31
1944,773.86,1032.78,602.18
1945,722.92,974.28,566.62
1946,702.4,924.19,557.02
1947,689.8,904.36,545.94
1948,696.12,922.49,549.11
1949,759.32,970.0,582.8
1950,841.09,1069.05,634.36
1951,925.93,1158.58,684.64
1952,946.9,1221.55,722.52
1953,963.44,1250.31,737.8
1954,982.05,1270.35,731.93
1955,983.86,1283.71,747.23
1956,1002.27,1290.18,743.66
1957,982.1,1282.89,724.28
1958,984.19,1267.06,702.84
1959,991.75,1283.77,719.75
1960,1028.7,1331.6,734.06
1961,1073.52,1410.47,758.24
1962,1114.15,1464.79,794.23
1963,1107.21,1432.88,797.44
1964,1054.48,1355.51,756.75
1965,999.37,1261.46,718.38
1966,929.27,1165.24,680.54
1967,853.9,1064.72,633.52
1968,745.8,923.06,563.79
1969,719.96,866.14,537.61
1970,701.93,822.97,520.41
1971,692.46,782.15,512.7
1972,705.19,794.38,521.75
1973,760.93,864.49,540.49
1974,824.73,974.3,588.88
1975,911.04,1051.09,631.46
1976,928.56,1098.46,660.32
1977,952.92,1101.65,674.75
1978,984.43,1096.55,676.43
1979,1001.82,1093.56,690.6
1980,1005.34,1094.26,682.21
1981,990.03,1085.0,670.7
1982,991.91,1092.25,678.19
1983,999.85,1115.58,693.2
1984,1020.24,1145.74,706.57
1985,1066.12,1202.92,742.27
1986,1109.16,1231.74,761.98
1987,1091.08,1203.92,754.39
1988,1035.39,1133.65,723.68
1989,955.37,1075.45,682.94
1990,888.56,991.47,632.7
1991,821.77,889.56,581.55
1992,776.83,844.58,542.0
1993,749.44,794.06,518.43
1994,732.05,795.03,508.8
1995,726.83,781.81,506.36
1996,739.98,802.56,508.59
1997,778.63,859.54,541.37
1998,851.6,936.53,585.95
1999,955.19,1025.78,636.18
2000,989.28,1079.07,660.93
2001,1000.95,1104.82,664.33
2002,1016.4,1123.07,669.49
2003,1029.44,1117.26,679.0
2004,1012.02,1127.94,664.68
2005,1016.76,1112.62,656.7
2006,1015.66,1120.03,643.95
2007,1011.92,1146.06,669.76
2008,1056.99,1190.28,692.41
2009,1114.7,1252.15,727.3
2010,1136.69,1307.62,756.75
2011,1151.59,1307.2,756.96
2012,1109.37,1272.26,733.49
2013,1037.6,1189.43,674.09
2014,973.99,1097.95,632.6
2015,892.0,1015.34,588.34
2016,899.91,1024.66,596.6
2017,848.0,958.23,566.54
2018,830.84,938.74,531.44
2019,823.2,923.5,517.26
2020,832.88,921.89,528.88
2021,867.23,976.47,566.17
2022,954.34,1092.43,629.07
2023,1039.06,1167.75,686.05
2024,1064.27,1231.44,731.82
2025,1066.24,1217.57,754.95
2026,1084.84,1224.74,757.99
2027,1061.3,1266.12,784.43
2028,1066.06,1261.17,772.94
2029,1051.34,1250.68,751.34
2030,1070.48,1262.37,747.28
2031,1075.42,1248.15,747.59
2032,1116.79,1286.24,766.03
2033,1164.22,1348.3,810.03
2034,1208.66,1428.86,838.65
2035,1210.04,1394.99,831.38
2036,1151.38,1328.49,795.84
2037,1091.84,1230.51,724.53
2038,995.02,1121.69,656.72
2039,915.02,1043.2,599.92
2040,870.28,987.4,561.78
2041,834.2,933.58,534.36
2042,830.82,904.82,531.46
2043,811.28,887.9,524.94
2044,807.87,895.91,524.15
2045,840.06,929.95,547.63
2046,931.76,1022.23,617.27
2047,1022.45,1113.0,687.32
2048,1065.96,1151.39,721.59
2049,1072.3,1180.34,722.33
2050,1093.14,1198.87,733.03
2051,1087.38,1205.04,744.31
2052,1103.28,1206.13,745.02
2053,1129.83,1230.34,733.2
2054,1132.57,1263.78,730.62
2055,1149.06,1259.71,732.74
2056,1172.97,1282.28,744.31
2057,1199.87,1326.12,794.05
2058,1233.04,1393.66,832.24
2059,1206.13,1376.11,822.65
2060,1133.96,1321.54,790.78
2061,1085.67,1268.66,744.27
2062,1004.78,1169.51,705.94
2063,924.34,1079.64,652.31
2064,865.67,1026.26,620.8
2065,821.7,968.45,589.57
2066,809.95,954.85,570.45
2067,798.57,931.77,571.07
2068,813.94,958.54,581.66
2069,854.14,1000.66,604.93
2070,935.17,1093.44,667.58
2071,1002.71,1176.66,733.72
2072,1019.96,1212.1,744.13
2073,1038.76,1230.64,749.9
2074,1051.54,1206.86,760.04
2075,1046.58,1217.82,749.37
2076,1048.64,1212.9,733.66
2077,1041.64,1216.27,725.25
2078,1015.77,1224.99,730.8
2079,1017.15,1227.96,743.63
2080,1056.1,1258.57,780.44
2081,1114.73,1316.29,817.53
2082,1141.04,1391.59,842.75
2083,1137.6,1367.18,822.36
2084,1105.97,1298.12,783.53
2085,1048.25,1200.77,740.74
2086,967.44,1089.65,689.77
2087,882.4,1005.24,633.7
2088,824.78,955.78,602.11
2089,790.95,926.41,581.17
2090,773.99,915.93,566.09
2091,771.03,931.32,566.94
2092,783.49,942.45,568.6
2093,833.84,988.56,597.19
2094,918.7,1070.26,652.37
2095,1012.12,1178.07,717.66
2096,1065.17,1229.03,737.7
2097,1075.44,1263.44,749.06
2098,1062.36,1258.05,739.33
2099,1094.01,1276.08,752.4
2100,1097.39,1279.37,763.93
2101,1064.38,1269.15,764.41
2102,1056.06,1258.64,770.95
2103,1077.84,1289.5,784.96
2104,1105.99,1358.52,812.68
2105,1151.46,1401.41,854.87
2106,1214.49,1462.54,890.19
2107,1189.11,1399.3,873.64
2108,1127.32,1350.02,831.96
2109,1059.73,1235.81,778.16
2110,983.21,1133.88,713.6
2111,906.6,1023.11,640.58
2112,862.2,966.92,595.57
2113,822.01,931.55,568.18
2114,805.45,888.26,559.64
2115,792.01,875.01,552.05
2116,802.93,883.44,577.5
2117,845.99,951.5,600.22
2118,932.61,1054.21,662.71
2119,1026.24,1135.02,732.63
2120,1075.01,1177.9,770.75
2121,1095.78,1227.78,789.86
2122,1094.75,1252.24,804.89
2123,1105.56,1251.19,810.46
2124,1104.49,1248.66,822.95
2125,1095.73,1234.76,823.37
2126,1123.61,1228.34,812.05
2127,1125.5,1216.06,819.75
2128,1161.91,1243.84,825.74
2129,1229.23,1328.97,876.82
2130,1271.77,1372.61,907.26
2131,1291.97,1361.91,909.93
2132,1226.49,1307.69,865.88
2133,1149.27,1260.59,791.04
2134,1047.3,1163.26,749.64
2135,952.95,1079.78,684.88
2136,833.86,942.38,592.44
2137,799.2,893.68,569.12
2138,779.6,871.08,565.2
2139,778.42,851.78,554.09
2140,785.51,861.57,558.59
2141,821.34,917.4,587.29
2142,928.94,999.59,635.62
2143,1013.87,1091.18,685.92
2144,1043.58,1147.13,727.23
2145,1052.61,1158.65,738.21
2146,1048.57,1186.35,736.11
2147,1067.82,1198.86,737.56
2148,1060.63,1196.38,745.07
2149,1049.58,1156.33,719.39
2150,1046.47,1152.46,720.52
2151,1063.31,1170.64,747.29
2152,1080.78,1231.54,784.43
2153,1115.17,1297.86,823.27
2154,1156.75,1361.78,861.85
2155,1153.49,1329.51,862.97
2156,1105.99,1269.48,820.39
2157,1024.23,1205.89,772.49
2158,951.2,1099.63,722.95
2159,862.33,1018.33,649.54
2160,805.02,970.34,614.33
2161,756.76,924.84,583.97
2162,748.91,896.47,567.02
2163,744.05,873.49,557.17
2164,758.53,903.43,563.65
2165,809.0,956.61,592.91
2166,916.98,1054.6,657.54
2167,977.82,1142.86,717.82
2168,1007.58,1189.2,742.89
2169,1018.55,1213.53,747.55
2170,1016.9,1229.31,748.18
2171,1012.88,1249.79,755.25
2172,1009.1,1236.05,746.85
2173,984.83,1201.48,745.66
2174,989.62,1202.06,747.01
2175,1000.39,1187.9,761.61
2176,1035.74,1218.02,775.2
2177,1090.94,1267.93,801.34
2178,1137.88,1322.41,838.65
2179,1122.5,1343.41,830.17
2180,1100.61,1254.61,789.95
2181,1031.87,1207.93,743.59
2182,929.64,1110.17,688.97
2183,840.87,1020.25,620.07
2184,832.39,1019.1,638.03
2185,792.99,981.1,602.31
2186,772.44,955.93,596.71
2187,758.83,942.19,578.09
2188,789.18,932.33,586.46
2189,836.33,983.02,614.45
2190,927.78,1093.16,659.05
2191,1000.34,1189.29,723.73
2192,1029.51,1256.7,735.9
2193,1051.18,1298.51,747.83
2194,1064.28,1299.94,765.12
2195,1050.91,1336.46,767.16
2196,1050.18,1335.09,758.63
2197,1041.9,1321.03,758.73
2198,1040.67,1320.63,756.25
2199,1041.82,1332.6,759.8
2200,1066.79,1327.05,793.8
2201,1116.65,1386.23,818.88
2202,1160.43,1412.53,843.51
2203,1161.49,1429.88,845.3
2204,1127.58,1393.87,796.49
2205,1052.88,1317.15,762.31
2206,966.61,1209.86,700.92
2207,891.01,1093.64,648.35
2208,844.61,1025.46,617.91
2209,799.53,998.09,585.95
2210,787.05,963.46,567.05
2211,785.97,923.6,558.84
2212,808.34,948.32,570.62
2213,867.63,1016.27,593.02
2214,942.88,1138.85,642.67
2215,1027.2,1255.15,713.8
2216,1068.58,1322.54,736.58
2217,1087.19,1346.05,754.34
2218,1088.12,1323.56,759.6
2219,1078.51,1334.97,765.33
2220,1079.81,1342.87,778.31
2221,1059.59,1325.69,769.3
2222,1061.22,1320.94,765.38
2223,1061.67,1317.0,769.85
2224,1078.59,1338.0,786.97
2225,1133.99,1431.3,817.03
2226,1178.2,1513.33,841.35
2227,1177.68,1497.05,851.42
2228,1157.26,1433.7,820.92
2229,1086.5,1324.53,764.9
2230,1007.1,1229.05,713.28
2231,909.68,1146.55,640.31
2232,841.79,1062.38,614.4
2233,816.45,1014.34,592.78
2234,786.39,992.68,591.62
2235,766.36,983.58,588.89
2236,776.76,1013.24,597.77
2237,817.31,1087.85,636.27
2238,889.8,1188.85,692.39
2239,968.25,1301.94,749.49
2240,1025.26,1352.3,777.87
2241,1036.1,1364.58,803.55
2242,1029.46,1377.79,800.93
2243,1053.55,1397.26,797.66
2244,1061.12,1395.95,798.16
2245,1043.79,1364.28,795.33
2246,1024.7,1353.42,787.03
2247,1027.17,1356.25,799.3
2248,1058.67,1379.09,833.47
2249,1126.99,1446.8,881.81
2250,1154.03,1503.52,913.88
2251,1145.24,1505.01,902.04
2252,1106.9,1422.33,876.94
2253,1007.51,1320.81,818.07
2254,944.22,1239.04,759.59
2255,853.75,1130.31,707.84
2256,808.22,1067.19,671.13
2257,773.05,1011.33,628.31
2258,765.06,996.88,601.25
2259,761.12,994.97,589.3
2260,749.57,1018.35,600.04
2261,783.13,1068.95,632.63
2262,865.35,1160.78,710.65
2263,944.1,1291.2,775.52
2264,991.87,1353.51,801.36
2265,1023.81,1368.63,803.85
2266,1043.15,1399.8,819.8
2267,1051.6,1399.68,824.6
2268,1028.94,1417.18,807.82
2269,1015.5,1421.08,798.16
2270,1023.27,1400.44,787.11
2271,1021.22,1417.82,789.38
2272,1061.82,1465.66,810.99
2273,1126.36,1572.0,838.72
2274,1170.02,1606.65,862.94
2275,1117.67,1610.28,847.5
2276,1055.03,1532.68,803.64
2277,1015.81,1408.83,743.61
2278,932.72,1292.42,682.48
2279,835.01,1179.12,618.91
2280,800.51,1097.68,589.62
2281,763.72,1044.78,562.96
2282,756.49,1026.02,557.16
2283,750.43,1011.88,562.52
2284,765.9,1015.79,574.1
2285,810.72,1064.43,606.78
2286,900.15,1167.75,672.3
2287,1009.41,1273.89,736.11
2288,1062.44,1340.46,765.76
2289,1062.14,1367.41,779.36
2290,1077.7,1354.85,776.32
2291,1102.04,1356.32,790.74
2292,1116.01,1356.69,789.26
2293,1097.67,1358.92,793.78
2294,1110.71,1376.13,800.41
2295,1130.96,1413.51,800.36
2296,1194.6,1451.15,833.54
2297,1235.23,1526.56,844.78
2298,1267.89,1549.63,893.79
2299,1249.02,1539.44,870.56
2300,1185.01,1450.33,836.46
2301,1095.86,1354.1,785.94
2302,976.71,1289.93,733.13
2303,889.9,1181.08,667.37
2304,781.77,1024.85,570.36
2305,739.33,976.48,540.1
2306,737.56,943.02,524.68
2307,727.43,918.03,504.98
2308,747.86,951.02,512.52
2309,788.51,1010.12,532.9
2310,874.4,1111.63,591.82
2311,955.17,1203.2,644.37
2312,1008.73,1245.1,688.18
2313,1026.88,1288.7,699.73
2314,1040.2,1301.31,710.3
2315,1051.87,1264.16,715.23
2316,1045.56,1297.66,701.28
2317,1037.76,1284.17,693.45
2318,1061.51,1285.54,700.56
2319,1064.72,1310.24,712.88
2320,1096.96,1350.6,730.94
2321,1160.52,1420.71,751.86
2322,1212.5,1459.16,785.79
2323,1197.07,1421.93,783.55
2324,1110.28,1361.15,757.44
2325,1042.99,1292.2,706.83
2326,935.11,1179.44,638.78
2327,869.81,1068.34,589.45
2328,817.46,1022.17,556.87
2329,784.82,964.66,539.02
2330,754.85,933.36,525.27
2331,730.11,915.31,517.97
2332,741.35,925.28,527.4
2333,779.19,954.66,550.99
2334,851.26,1042.82,601.38
2335,928.92,1140.51,655.5
2336,998.59,1190.8,675.49
2337,1026.01,1230.79,687.72
2338,1045.74,1268.32,711.68
2339,1062.73,1300.23,727.4
2340,1076.79,1310.06,729.46
2341,1059.98,1291.19,734.97
2342,1031.88,1278.32,726.65
2343,1037.14,1287.82,754.2
2344,1074.66,1330.72,769.9
2345,1109.61,1402.38,822.66
2346,1144.74,1458.52,868.51
2347,1123.86,1439.53,840.89
2348,1092.6,1385.25,815.3
2349,1029.86,1311.41,758.27
2350,954.76,1216.97,692.64
2351,878.31,1109.7,636.31
2352,884.94,1113.52,636.74
2353,841.46,1045.67,607.79
2354,806.7,1008.38,584.4
2355,774.5,996.03,576.86
2356,785.85,1013.25,592.52
2357,829.94,1046.88,624.92
2358,925.34,1143.22,682.84
2359,1026.59,1249.46,747.88
2360,1086.29,1286.34,764.64
2361,1092.28,1318.14,771.13
2362,1096.05,1325.23,773.99
2363,1110.67,1325.89,788.26
2364,1140.62,1326.63,791.15
2365,1144.55,1319.9,787.45
2366,1154.14,1306.11,786.0
2367,1155.3,1315.19,785.21
2368,1172.31,1361.21,821.29
2369,1233.85,1411.82,851.24
2370,1257.66,1433.59,884.88
2371,1239.92,1396.37,874.87
2372,1181.41,1331.86,841.27
2373,1123.71,1229.56,780.98
2374,1029.05,1132.77,728.41
2375,913.72,1063.0,676.63
2376,862.84,989.84,644.6
2377,812.82,940.9,612.55
2378,791.53,944.29,592.27
2379,779.51,937.84,601.97
2380,786.62,947.07,600.99
2381,835.16,996.22,636.98
2382,901.1,1103.02,700.93
2383,976.75,1229.37,761.53
2384,1025.95,1272.27,792.37
2385,1038.49,1286.11,801.04
2386,1028.48,1277.78,810.62
2387,1048.09,1293.72,819.11
2388,1063.02,1273.03,841.59
2389,1052.12,1256.19,839.89
2390,1027.32,1244.8,840.87
2391,1047.45,1277.55,850.54
2392,1056.61,1308.66,888.58
2393,1112.03,1379.64,915.5
2394,1140.71,1403.02,941.97
2395,1116.66,1397.11,910.31
2396,1064.85,1319.5,873.52
2397,997.45,1232.8,823.06
2398,914.93,1173.03,748.02
2399,846.62,1088.51,694.21
2400,793.28,1028.61,647.91
2401,765.85,1017.82,612.11
2402,750.17,980.12,595.68
2403,735.04,980.33,597.01
2404,738.22,974.5,597.17
2405,762.82,1022.74,629.01
2406,845.02,1106.89,696.13
2407,920.42,1212.42,762.02
2408,932.74,1264.69,796.68
2409,949.03,1285.99,816.85
2410,951.47,1316.92,816.83
2411,985.57,1320.76,837.87
2412,967.57,1326.56,833.63
2413,944.62,1327.07,820.4
2414,963.73,1303.2,830.08
2415,994.54,1304.7,829.06
2416,1016.76,1344.63,853.18
2417,1059.38,1419.67,882.83
2418,1110.08,1496.49,937.87
2419,1071.3,1479.24,949.77
2420,1004.44,1409.28,902.88
2421,942.35,1305.77,846.24
2422,891.99,1209.79,776.87
2423,815.65,1104.26,705.53
2424,770.97,1041.08,664.25
2425,747.02,989.76,629.03
2426,749.51,971.45,600.24
2427,735.45,952.4,592.43
2428,746.38,956.62,598.35
2429,804.7,1013.35,630.39
2430,869.24,1074.43,690.93
2431,961.55,1166.24,748.73
2432,989.86,1200.58,786.01
2433,1012.19,1247.82,804.51
2434,1020.21,1256.22,823.01
2435,1019.23,1262.82,832.8
2436,1008.57,1265.71,828.07
2437,1004.64,1247.58,823.16
2438,1019.13,1244.98,802.14
2439,1028.69,1262.59,827.74
2440,1060.63,1295.84,851.53
2441,1119.28,1353.11,910.36
2442,1146.4,1387.82,929.93
2443,1148.38,1360.49,907.17
2444,1110.29,1307.97,868.93
2445,1072.55,1234.54,814.66
2446,983.62,1121.83,752.09
2447,895.02,1042.08,688.18
2448,848.37,998.54,643.25
2449,813.85,964.37,600.01
2450,786.84,945.16,585.69
2451,771.93,941.82,568.46
2452,786.55,981.32,566.23
2453,818.98,1029.14,593.36
2454,895.96,1117.94,656.3
2455,978.15,1197.68,733.09
2456,1030.64,1276.8,771.54
2457,1042.8,1330.86,798.79
2458,1029.43,1328.37,810.76
2459,1015.86,1329.52,819.94
2460,1001.78,1324.86,841.1
2461,978.22,1332.4,817.6
2462,979.48,1311.65,811.35
2463,977.14,1293.55,813.96
2464,1000.05,1369.15,844.06
2465,1040.57,1439.07,871.31
2466,1076.33,1498.85,908.54
2467,1090.33,1482.1,904.56
2468,1055.26,1425.59,871.04
2469,991.01,1310.39,820.61
2470,911.07,1197.05,767.57
2471,832.07,1098.91,699.88
2472,732.5,940.38,615.95
2473,703.65,893.27,578.94
2474,679.22,868.55,556.19
2475,672.26,856.08,558.55
2476,665.44,863.77,558.98
2477,704.87,900.37,591.07
2478,785.43,970.66,652.17
2479,856.01,1065.68,718.68
2480,914.46,1110.37,732.12
2481,923.84,1117.03,752.48
2482,937.1,1134.44,757.18
2483,947.26,1146.28,757.26
2484,947.52,1144.58,753.38
2485,938.48,1106.76,753.55
2486,941.13,1123.5,757.97
2487,961.47,1121.71,762.11
2488,1006.55,1161.67,771.93
2489,1053.42,1209.43,796.55
2490,1101.56,1253.23,831.37
2491,1082.33,1268.57,810.72
2492,1044.6,1227.31,773.86
2493,968.71,1170.47,747.24
2494,905.03,1087.23,691.42
2495,849.85,1003.17,637.17
2496,796.12,929.35,592.8
2497,736.72,883.27,554.85
2498,712.82,860.95,545.12
2499,713.73,865.66,535.4
2500,727.36,873.61,549.34
2501,767.03,924.92,578.16
2502,852.69,1022.49,660.99
2503,933.83,1133.66,714.67
2504,984.57,1180.22,745.31
2505,1012.3,1217.37,750.96
2506,1036.91,1204.54,766.03
2507,1047.47,1193.85,775.72
2508,1054.33,1162.51,765.67
2509,1036.62,1167.6,754.39
2510,1026.03,1181.38,765.22
2511,1052.78,1209.43,781.99
2512,1081.65,1236.14,789.83
2513,1138.11,1287.62,820.99
2514,1175.71,1334.86,866.83
2515,1153.53,1350.57,855.8
2516,1099.81,1320.57,818.58
2517,1043.13,1248.66,773.74
2518,964.38,1155.94,701.26
2519,862.99,1074.95,634.3
2520,867.63,1088.24,640.86
2521,839.92,1029.38,617.55
2522,813.63,1000.74,607.8
2523,784.15,975.52,603.49
2524,810.33,986.46,609.2
2525,857.04,1024.55,648.07
2526,939.02,1141.98,709.83
2527,1017.04,1254.1,777.52
2528,1069.65,1328.41,816.05
2529,1081.01,1327.63,845.52
2530,1102.94,1371.2,850.16
2531,1116.94,1357.41,852.05
2532,1116.33,1337.73,861.53
2533,1103.8,1315.64,862.88
2534,1098.12,1337.89,854.26
2535,1118.62,1354.65,849.03
2536,1135.87,1389.57,882.7
2537,1163.82,1440.78,904.22
2538,1211.9,1468.16,916.57
2539,1207.82,1477.87,904.64
2540,1159.09,1428.21,864.32
2541,1087.8,1359.21,797.67
2542,997.14,1258.64,736.46
2543,919.41,1115.72,675.45
2544,861.56,1039.64,633.1
2545,813.02,996.05,615.73
2546,787.75,967.18,601.45
2547,794.24,949.1,599.68
2548,786.78,950.13,595.87
2549,831.61,1014.2,615.36
2550,895.32,1123.55,679.78
2551,974.66,1234.59,756.64
2552,1009.33,1277.05,777.23
2553,1003.54,1306.84,792.78
2554,1019.06,1299.3,787.76
2555,1024.79,1312.07,787.98
2556,999.37,1273.15,789.48
2557,1002.2,1239.78,776.93
2558,1021.37,1239.8,764.66
2559,1050.37,1295.79,760.11
2560,1084.78,1306.16,764.94
2561,1135.36,1350.1,807.56
2562,1193.65,1408.03,844.42
2563,1204.97,1433.01,844.65
2564,1164.96,1377.43,799.85
2565,1076.17,1303.82,759.56
2566,992.79,1199.39,707.29
2567,911.85,1093.28,648.1
2568,837.37,1036.68,611.01
2569,800.0,979.79,576.93
2570,799.12,965.32,563.96
2571,792.34,935.16,567.91
2572,814.09,960.61,583.13
2573,855.76,1013.47,611.39
2574,937.41,1113.71,676.32
2575,1023.78,1192.26,727.5
2576,1053.25,1229.91,764.16
2577,1059.72,1277.75,771.21
2578,1083.61,1289.8,785.03
2579,1108.41,1309.83,820.07
2580,1092.54,1298.04,812.86
2581,1091.27,1288.23,830.77
2582,1087.02,1269.03,832.57
2583,1098.82,1286.99,830.73
2584,1133.28,1334.17,844.55
2585,1196.15,1405.64,905.9
2586,1235.95,1442.51,940.18
2587,1240.83,1427.66,922.88
2588,1186.5,1378.59,878.01
2589,1114.54,1290.31,823.81
2590,1014.5,1188.48,757.52
2591,948.51,1116.94,694.51
2592,892.36,1044.73,667.02
2593,851.84,1008.57,624.21
2594,811.72,969.64,610.89
2595,790.94,966.02,600.49
2596,810.46,988.33,603.3
2597,853.01,1034.42,641.23
2598,915.07,1121.86,691.63
2599,1008.02,1195.88,732.42
2600,1040.79,1239.39,764.54
2601,1076.47,1276.39,778.02
2602,1082.84,1274.59,772.6
2603,1092.98,1292.49,764.21
2604,1104.72,1271.95,783.39
2605,1079.61,1260.56,780.22
2606,1064.66,1246.54,780.24
2607,1070.56,1262.71,808.3
2608,1110.18,1295.98,840.28
2609,1141.89,1341.24,895.74
2610,1158.15,1383.8,912.7
2611,1159.29,1361.85,890.29
2612,1100.26,1286.96,856.62
2613,1025.16,1230.0,804.71
2614,924.46,1134.72,751.67
2615,840.52,1014.14,673.92
2616,791.13,956.77,640.66
2617,762.26,927.23,615.4
2618,736.31,899.19,604.8
2619,742.31,910.14,592.56
2620,746.12,915.92,602.72
2621,779.31,974.97,627.32
2622,874.15,1091.21,686.45
2623,955.99,1200.94,738.6
2624,989.08,1232.57,761.8
2625,1007.15,1246.33,774.49
2626,1033.88,1282.5,777.3
2627,1061.49,1285.47,777.73
2628,1049.9,1305.73,765.88
2629,1038.41,1289.34,777.81
2630,1038.7,1295.0,773.15
2631,1035.74,1287.9,784.02
2632,1064.72,1318.98,789.66
2633,1114.4,1369.85,841.32
2634,1169.8,1428.36,873.38
2635,1175.33,1422.67,861.37
2636,1118.29,1373.26,819.94
2637,1043.26,1281.42,776.4
2638,968.77,1171.39,690.74
2639,879.94,1078.92,627.31
2640,773.78,939.11,551.29
2641,734.37,908.95,524.77
2642,706.6,886.77,528.57
2643,689.03,873.81,519.79
2644,710.43,893.06,533.49
2645,745.86,941.3,573.88
2646,835.87,1016.21,635.65
2647,905.0,1097.11,687.09
2648,944.81,1162.71,704.27
2649,989.41,1190.59,724.75
2650,984.53,1179.89,745.82
2651,970.44,1201.06,756.8
2652,984.56,1196.33,766.39
2653,964.33,1175.58,779.87
2654,963.28,1162.69,784.4
2655,965.13,1194.5,779.35
2656,995.74,1202.23,799.85
2657,1029.94,1250.46,847.74
2658,1064.46,1303.68,872.5
2659,1061.16,1325.23,876.82
2660,1002.64,1280.79,834.85
2661,931.33,1189.75,781.79
2662,856.12,1122.25,715.63
2663,771.13,1012.42,654.39
2664,722.37,963.02,617.31
2665,689.59,923.93,574.72
2666,669.85,892.16,555.93
2667,660.16,890.35,539.8
2668,670.23,898.16,543.82
2669,701.16,955.68,566.64
2670,779.8,1028.97,630.69
2671,867.4,1130.3,695.77
2672,899.14,1174.05,728.52
2673,923.53,1217.85,730.95
2674,930.5,1231.09,736.66
2675,944.47,1264.19,731.43
2676,962.91,1272.87,730.22
2677,959.01,1259.12,728.99
2678,938.21,1271.63,737.49
2679,952.88,1296.08,748.24
2680,994.99,1340.19,780.44
2681,1038.07,1363.72,818.0
2682,1087.34,1396.42,843.45
2683,1068.11,1409.57,843.41
2684,1003.07,1328.22,813.61
2685,941.14,1258.42,755.49
2686,849.86,1171.1,698.5
2687,777.01,1063.13,636.2
2688,798.84,1055.07,629.69
2689,742.67,998.18,601.77
2690,713.36,999.65,576.91
2691,696.54,976.69,571.57
2692,707.37,981.11,568.45
2693,743.28,1021.54,593.58
2694,834.57,1143.05,650.23
2695,922.98,1244.69,720.83
2696,968.42,1288.2,746.43
2697,990.35,1339.04,752.02
2698,1005.53,1362.53,763.95
2699,1005.12,1360.84,770.23
2700,1016.57,1341.62,778.7
2701,993.61,1349.76,762.26
2702,1004.78,1350.99,765.23
2703,1029.55,1339.32,796.91
2704,1061.61,1349.74,817.2
2705,1108.44,1396.67,857.04
2706,1153.19,1428.38,869.75
2707,1103.81,1384.16,853.87
2708,1061.09,1311.59,822.28
2709,993.19,1220.07,767.46
2710,916.43,1125.16,713.85
2711,847.37,1060.2,657.45
2712,796.14,1003.31,610.99
2713,747.24,956.55,589.02
2714,727.71,942.28,565.51
2715,719.63,930.53,553.45
2716,731.08,951.31,563.28
2717,771.87,1008.23,605.15
2718,860.56,1113.98,657.78
2719,926.68,1260.97,719.51
2720,968.17,1329.06,751.47
2721,1003.71,1338.2,773.08
2722,992.37,1358.51,791.93
2723,1005.14,1359.26,795.36
2724,998.75,1368.05,804.74
