hour,122_HYDRO_1,122_HYDRO_2,122_HYDRO_3,122_HYDRO_4,122_HYDRO_5,122_HYDRO_6,201_HYDRO_4,215_HYDRO_1,215_HYDRO_2,215_HYDRO_3,222_HYDRO_1,222_HYDRO_2,222_HYDRO_3,222_HYDRO_4,222_HYDRO_5,222_HYDRO_6,322_HYDRO_1,322_HYDRO_2,322_HYDRO_3,322_HYDRO_4,320_PV_1,314_PV_1,314_PV_2,313_PV_1,314_PV_3,314_PV_4,313_PV_2,310_PV_1,324_PV_1,312_PV_1,310_PV_2,324_PV_2,324_PV_3,113_PV_1,319_PV_1,215_PV_1,102_PV_1,101_PV_1,102_PV_2,104_PV_1,212_CSP_1,101_PV_2,101_PV_3,101_PV_4,103_PV_1,119_PV_1,308_RTPV_1,313_RTPV_1,313_RTPV_2,313_RTPV_3,313_RTPV_4,313_RTPV_5,313_RTPV_6,313_RTPV_7,313_RTPV_8,313_RTPV_9,313_RTPV_10,313_RTPV_11,313_RTPV_12,320_RTPV_1,320_RTPV_2,320_RTPV_3,313_RTPV_13,320_RTPV_4,320_RTPV_5,118_RTPV_1,118_RTPV_2,118_RTPV_3,118_RTPV_4,118_RTPV_5,118_RTPV_6,320_RTPV_6,118_RTPV_7,118_RTPV_8,118_RTPV_9,118_RTPV_10,213_RTPV_1,309_WIND_1,317_WIND_1,303_WIND_1,122_WIND_1
1618,0.284,0.284,0.284,0.284,0.284,0.284,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.692,0.692,0.692,0.692,0.61822,0.58333,0.66473,0.37329,0.60949,0.66473,0.40514,0.60348,0.6499,0.51116,0.49031,0.62984,0.63529,0.76923,0.59405,0.79536,0.83203,0.81081,0.8419,0.79104,0.837,0.74157,0.73664,0.76357,0.77073,0.6952,0.67195,0.66667,0.71474,0.69878,0.67015,0.68981,0.66771,0.63651,0.63363,0.65385,0.62481,0.65798,0.70144,0.71429,0.72222,0.72085,0.71324,0.66667,0.67021,0.74194,0.71134,0.73404,0.74725,0.75824,0.72165,0.76596,0.71186,0.75,0.69903,0.77778,0.7197,0.22724,0.93543,0.47993,0.76174
1619,0.264,0.264,0.264,0.264,0.264,0.264,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.654,0.654,0.654,0.654,0.5407,0.47674,0.55233,0.60463,0.52211,0.55233,0.76099,0.46422,0.54527,0.50903,0.47868,0.56008,0.56667,0.72436,0.52285,0.69704,0.82031,0.80309,0.83004,0.78358,0.0,0.75655,0.75954,0.78682,0.83089,0.71321,0.73241,0.72665,0.80032,0.75841,0.70597,0.77469,0.72414,0.73011,0.73724,0.75,0.72197,0.80368,0.7554,0.76923,0.77778,0.77385,0.76103,0.75185,0.72695,0.78495,0.75258,0.79787,0.78022,0.82418,0.76289,0.82979,0.74576,0.79464,0.75728,0.8,0.70455,0.4592,0.92504,0.47414,0.72292
1620,0.264,0.264,0.264,0.264,0.264,0.264,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.65,0.65,0.65,0.65,0.68605,0.50581,0.52519,0.74974,0.55448,0.52519,0.78028,0.38685,0.49095,0.64506,0.60659,0.52713,0.53333,0.76175,0.64718,0.7546,0.79297,0.77992,0.80632,0.76119,0.3695,0.74906,0.75573,0.78295,0.81626,0.6982,0.74529,0.73943,0.813,0.74159,0.71194,0.77006,0.75549,0.78627,0.73123,0.80769,0.75486,0.82055,0.73022,0.74359,0.75185,0.75618,0.80147,0.78519,0.78369,0.77419,0.74227,0.74468,0.74725,0.75824,0.74227,0.76596,0.72881,0.76786,0.71845,0.8,0.67424,0.21713,0.90802,0.38465,0.52908
1621,0.264,0.264,0.264,0.264,0.264,0.264,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.706,0.706,0.706,0.706,0.75,0.62403,0.61047,0.7245,0.63323,0.61047,0.75456,0.41973,0.56942,0.68863,0.66667,0.57171,0.57843,0.75748,0.7407,0.70663,0.78125,0.76448,0.79051,0.75,0.841,0.74906,0.75573,0.78295,0.75285,0.59309,0.69475,0.68928,0.7401,0.68196,0.65522,0.71759,0.69906,0.75507,0.67568,0.77564,0.7145,0.7684,0.6295,0.64103,0.64815,0.69258,0.71691,0.72593,0.75177,0.67742,0.64948,0.67021,0.65934,0.64835,0.62887,0.67021,0.66949,0.6875,0.66019,0.71111,0.45455,0.18611,0.89814,0.25537,0.52964
1622,0.274,0.274,0.274,0.274,0.274,0.274,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.066,0.706,0.706,0.706,0.706,0.68023,0.6376,0.65698,0.64248,0.63107,0.65698,0.66452,0.58414,0.62978,0.62487,0.63953,0.62597,0.63333,0.71154,0.60999,0.58513,0.76172,0.74517,0.7747,0.73507,0.0,0.70412,0.71374,0.74031,0.59837,0.49099,0.55302,0.54867,0.62124,0.55352,0.53433,0.58642,0.57053,0.64275,0.57658,0.66026,0.60239,0.65337,0.51439,0.52381,0.52963,0.48057,0.53676,0.60741,0.60638,0.56989,0.54639,0.56383,0.56044,0.49451,0.49485,0.38298,0.55932,0.5625,0.54369,0.57778,0.20455,0.4646,0.77062,0.22656,0.54842
1623,0.264,0.264,0.264,0.264,0.264,0.264,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.746,0.746,0.746,0.746,0.62209,0.50388,0.5,0.5184,0.44876,0.5,0.55949,0.47389,0.47887,0.42295,0.47481,0.39535,0.4,0.52991,0.53135,0.4956,0.625,0.6139,0.64032,0.60821,0.4095,0.59176,0.59542,0.62016,0.3561,0.32132,0.33697,0.33432,0.36609,0.31651,0.3,0.3179,0.31191,0.38846,0.33333,0.39904,0.36622,0.44018,0.38849,0.3956,0.4,0.40636,0.35662,0.38889,0.40071,0.34409,0.3299,0.39362,0.36264,0.38462,0.3299,0.34043,0.35593,0.375,0.35922,0.37778,0.27273,0.22387,0.77124,0.08878,0.52684
1624,0.51,0.51,0.51,0.51,0.51,0.51,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.738,0.738,0.738,0.738,0.36822,0.26938,0.32558,0.11672,0.21036,0.32558,0.24009,0.26306,0.30785,0.24548,0.31977,0.27132,0.27451,0.24038,0.31456,0.23501,0.29687,0.28185,0.32411,0.31343,0.0,0.29213,0.30916,0.31783,0.08293,0.09009,0.04856,0.0472,0.13629,0.11162,0.10746,0.12191,0.10815,0.13885,0.06757,0.14263,0.13303,0.15491,0.1295,0.13187,0.13333,0.14841,0.15441,0.14074,0.14894,0.10753,0.10309,0.1383,0.10989,0.13187,0.09278,0.14894,0.12712,0.125,0.12621,0.13333,0.00758,0.15577,0.61757,0.03164,0.32768
1625,0.518,0.518,0.518,0.518,0.518,0.518,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.668,0.668,0.668,0.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57451,0.83819,0.0,0.74604
1626,0.51,0.51,0.51,0.51,0.51,0.51,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.686,0.686,0.686,0.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84221,0.87098,0.07249,0.69629
1627,0.33,0.33,0.33,0.33,0.33,0.33,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.692,0.692,0.692,0.692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91571,0.77062,0.22763,0.45943
1628,0.264,0.264,0.264,0.264,0.264,0.264,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.666,0.666,0.666,0.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85974,0.71568,0.29174,0.60673
1629,0.264,0.264,0.264,0.264,0.264,0.264,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.668,0.668,0.668,0.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971,0.46728,0.34557,0.97057
1630,0.264,0.264,0.264,0.264,0.264,0.264,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.78,0.78,0.78,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98247,0.95057,0.34699,0.98234
1631,0.264,0.264,0.264,0.264,0.264,0.264,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.22,0.22,0.22,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98382,0.99387,0.65514,0.81191
1632,0.264,0.264,0.264,0.264,0.264,0.264,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.436,0.436,0.436,0.436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98179,0.99587,0.5,0.45606
1633,0.264,0.264,0.264,0.264,0.264,0.264,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.696,0.696,0.696,0.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9474,0.99187,0.25773,0.21878
1634,0.264,0.264,0.264,0.264,0.264,0.264,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.686,0.686,0.686,0.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92987,0.97172,0.1758,0.15922
1635,0.274,0.274,0.274,0.274,0.274,0.274,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.52,0.52,0.52,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86784,0.95382,0.151,0.16356
1636,0.274,0.274,0.274,0.274,0.274,0.274,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.35,0.35,0.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81457,0.94882,0.19091,0.17926
1637,0.518,0.518,0.518,0.518,0.518,0.518,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.332,0.332,0.332,0.332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86514,0.96183,0.22208,0.20182
1638,0.518,0.518,0.518,0.518,0.518,0.518,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.44,0.44,0.44,0.44,0.25969,0.27713,0.26744,0.00105,0.15965,0.26744,0.06217,0.21083,0.05634,0.0627,0.1124,0.0,0.0,0.23077,0.0,0.30775,0.35156,0.32432,0.36759,0.31343,0.0,0.31086,0.33969,0.32558,0.0065,0.03754,0.0,0.0,0.00634,0.0,0.00299,0.00772,0.00627,0.00936,0.0045,0.00962,0.00897,0.0046,0.0,0.0,0.0,0.00707,0.00368,0.00741,0.00709,0.03226,0.03093,0.0,0.02198,0.02198,0.03093,0.01064,0.00847,0.0,0.00971,0.0,0.03788,0.84221,0.96571,0.37285,0.32193
1639,0.51,0.51,0.51,0.51,0.51,0.51,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.474,0.474,0.474,0.474,0.4438,0.00969,0.00775,0.00315,0.01079,0.00775,0.28939,0.35783,0.03622,0.11371,0.11628,0.12597,0.12745,0.16774,0.00159,0.17666,0.48438,0.48263,0.49407,0.41418,0.7535,0.38577,0.37405,0.32171,0.18537,0.13664,0.10109,0.10029,0.11886,0.1315,0.11045,0.00617,0.0,0.0234,0.0,0.02404,0.02242,0.13804,0.18705,0.19048,0.19259,0.15548,0.21324,0.21852,0.24113,0.1828,0.17526,0.12766,0.21978,0.1978,0.19588,0.21277,0.17797,0.15179,0.17476,0.15556,0.21212,0.89278,0.94719,0.4536,0.53959
1640,0.518,0.518,0.518,0.518,0.518,0.518,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.514,0.514,0.514,0.514,0.46705,0.34302,0.36628,0.00421,0.33657,0.36628,0.27438,0.41393,0.30986,0.12115,0.11047,0.40504,0.4098,0.44765,0.00319,0.18305,0.53906,0.4556,0.52569,0.42537,1.0,0.29588,0.30916,0.36047,0.31057,0.20571,0.19425,0.19272,0.28685,0.00459,0.0194,0.25309,0.13636,0.16693,0.17718,0.17147,0.15994,0.0092,0.34532,0.35165,0.35556,0.36042,0.25368,0.0963,0.20922,0.32258,0.30928,0.01064,0.16484,0.35165,0.2268,0.45745,0.37288,0.38393,0.36893,0.4,0.40909,0.89683,0.95295,0.27509,0.68017
1641,0.528,0.528,0.528,0.528,0.528,0.528,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.59,0.59,0.59,0.59,0.50388,0.09884,0.61047,0.04311,0.11327,0.61047,0.7299,0.10638,0.26761,0.1881,0.17248,0.44961,0.45686,0.45406,0.01116,0.63789,0.48828,0.38224,0.26087,0.26119,1.0,0.16854,0.3855,0.27132,0.46992,0.28078,0.01487,0.01475,0.19017,0.01529,0.01493,0.01543,0.01567,0.16693,0.01652,0.17147,0.16293,0.03221,0.47842,0.48718,0.49259,0.42403,0.37132,0.23704,0.21277,0.36559,0.35052,0.02128,0.24176,0.47253,0.50515,0.62766,0.45763,0.5625,0.42718,0.57778,0.42424,0.71881,0.88675,0.27391,0.50456
1642,0.51,0.51,0.51,0.51,0.51,0.51,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.552,0.552,0.552,0.552,0.65698,0.03682,0.40504,0.80967,0.04315,0.40504,0.85531,0.21083,0.5835,0.16153,0.14922,0.68798,0.69608,0.31944,0.43624,0.64189,0.40234,0.19305,0.1502,0.31343,1.0,0.27341,0.20992,0.03488,0.53984,0.30781,0.02676,0.02655,0.02853,0.02905,0.02537,0.02778,0.03605,0.02964,0.02553,0.03045,0.0299,0.05061,0.15108,0.15385,0.15556,0.21201,0.28309,0.10741,0.08865,0.62366,0.59794,0.64894,0.50549,0.62637,0.68041,0.71277,0.55932,0.5625,0.51456,0.57778,0.24242,0.64262,0.85046,0.09315,0.54744
1643,0.482,0.482,0.482,0.482,0.482,0.482,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.568,0.568,0.568,0.568,0.72674,0.37209,0.58333,0.84332,0.40453,0.58333,0.87031,0.67311,0.63581,0.34538,0.32364,0.37597,0.38039,0.55662,0.28055,0.71942,0.16016,0.20849,0.35178,0.18284,1.0,0.28839,0.03435,0.27519,0.53659,0.18468,0.03766,0.03736,0.03487,0.03517,0.03134,0.03395,0.03292,0.03588,0.03153,0.03686,0.03438,0.05215,0.06115,0.06227,0.06296,0.03887,0.04044,0.03704,0.0461,0.78495,0.75258,0.76596,0.8022,0.79121,0.78351,0.85106,0.04237,0.21429,0.03883,0.22222,0.15909,0.96763,0.91353,0.41854,0.65186
1644,0.254,0.254,0.254,0.254,0.254,0.254,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.636,0.636,0.636,0.636,0.71124,0.1124,0.10465,0.84122,0.12621,0.10465,0.87245,0.15861,0.02616,0.14665,0.1376,0.11822,0.11961,0.60363,0.03029,0.67066,0.12891,0.0888,0.11858,0.02985,1.0,0.13858,0.32061,0.48837,0.60163,0.24625,0.02775,0.02753,0.0317,0.02752,0.02687,0.02778,0.02821,0.0312,0.02553,0.03205,0.0299,0.04448,0.03237,0.03297,0.03333,0.0318,0.03309,0.03333,0.03901,0.78495,0.75258,0.79787,0.78022,0.82418,0.7732,0.87234,0.19492,0.40179,0.02913,0.42222,0.13636,0.79703,0.89889,0.35053,0.65746
1645,0.264,0.264,0.264,0.264,0.264,0.264,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.618,0.618,0.618,0.618,0.37597,0.22868,0.0155,0.80336,0.25135,0.0155,0.83173,0.01547,0.25956,0.1084,0.09884,0.56977,0.57647,0.5235,0.55313,0.54916,0.46094,0.38224,0.57708,0.54851,1.0,0.56554,0.60687,0.67054,0.69268,0.34835,0.01685,0.01672,0.03962,0.01835,0.01493,0.02623,0.01724,0.01872,0.01502,0.01923,0.01794,0.02454,0.04317,0.04396,0.04444,0.01767,0.01838,0.02593,0.12766,0.72043,0.69072,0.73404,0.59341,0.75824,0.70103,0.79787,0.27119,0.01786,0.01942,0.02222,0.18182,0.6824,0.85258,0.551,0.45732
1646,0.264,0.264,0.264,0.264,0.264,0.264,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.6,0.6,0.6,0.6,0.14341,0.00388,0.58333,0.70242,0.00647,0.58333,0.72454,0.21083,0.72837,0.51647,0.52132,0.6531,0.66078,0.58654,0.00319,0.6299,0.57422,0.59073,0.67589,0.64925,0.0,0.66667,0.67557,0.68605,0.56423,0.55105,0.00595,0.0059,0.00634,0.00612,0.00597,0.00617,0.00627,0.00624,0.0045,0.00641,0.00598,0.0092,0.00719,0.00733,0.00741,0.00707,0.00735,0.00741,0.1383,0.5914,0.56701,0.58511,0.57143,0.6044,0.57732,0.6383,0.14407,0.00893,0.00971,0.0,0.39394,0.51247,0.61357,0.73837,0.16034
1647,0.254,0.254,0.254,0.254,0.254,0.254,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.59,0.59,0.59,0.59,0.25775,0.00194,0.20349,0.58254,0.00324,0.20349,0.5895,0.60735,0.63581,0.10414,0.09302,0.68023,0.68824,0.50855,0.43411,0.56835,0.01562,0.00386,0.0,0.07463,0.0,0.07865,0.03817,0.34496,0.34309,0.33183,0.00099,0.00098,0.0,0.00153,0.0,0.00154,0.0,0.00156,0.0,0.0016,0.00149,0.00153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3871,0.37113,0.40426,0.38462,0.41758,0.37113,0.45745,0.0,0.16964,0.0,0.17778,0.33333,0.30142,0.5331,0.75844,0.02635
1648,0.51,0.51,0.51,0.51,0.51,0.51,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.594,0.594,0.594,0.594,0.11047,0.0,0.44186,0.19664,0.0,0.44186,0.32797,0.29787,0.13078,0.25505,0.3314,0.13372,0.13529,0.24252,0.00266,0.32774,0.0,0.0,0.0,0.00746,0.0,0.00375,0.01908,0.09302,0.07154,0.07658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11828,0.1134,0.14894,0.10989,0.15385,0.10309,0.18085,0.0,0.0,0.0,0.0,0.11364,0.33041,0.50194,0.87025,0.41808
1649,0.51,0.51,0.51,0.51,0.51,0.51,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.606,0.606,0.606,0.606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70735,0.14178,0.97828,0.27428
1650,0.518,0.518,0.518,0.518,0.518,0.518,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.568,0.568,0.568,0.568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16049,0.42273,0.92231,0.60182
1651,0.518,0.518,0.518,0.518,0.518,0.518,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.082,0.542,0.542,0.542,0.542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52866,0.25166,0.94404,0.18767
1652,0.518,0.518,0.518,0.518,0.518,0.518,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.594,0.594,0.594,0.594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5617,0.38944,0.93566,0.06657
1653,0.264,0.264,0.264,0.264,0.264,0.264,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.078,0.392,0.392,0.392,0.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73635,0.71555,0.93341,0.48493
1654,0.264,0.264,0.264,0.264,0.264,0.264,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.578,0.578,0.578,0.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85705,0.58741,0.96458,0.50498
