hour,Node_101,Node_102,Node_103,Node_104,Node_105,Node_106,Node_107,Node_108,Node_109,Node_110,Node_111,Node_112,Node_113,Node_114,Node_115,Node_116,Node_117,Node_118,Node_119,Node_120,Node_121,Node_122,Node_123,Node_124,Node_201,Node_202,Node_203,Node_204,Node_205,Node_206,Node_207,Node_208,Node_209,Node_210,Node_211,Node_212,Node_213,Node_214,Node_215,Node_216,Node_217,Node_218,Node_219,Node_220,Node_221,Node_222,Node_223,Node_224,Node_301,Node_302,Node_303,Node_304,Node_305,Node_306,Node_307,Node_308,Node_309,Node_310,Node_311,Node_312,Node_313,Node_314,Node_315,Node_316,Node_317,Node_318,Node_319,Node_320,Node_321,Node_322,Node_323,Node_324,Node_325
359,39.2776,35.2771,65.4626,26.9124,25.8214,49.4607,45.4602,62.1895,63.6442,70.9179,0.0,0.0,96.3756,70.5542,115.287,36.3681,0.0,121.1059,65.8263,46.5512,0.0,0.0,0.0,0.0,42.4996,38.1709,70.8327,29.1201,27.9396,53.518,49.1894,67.291,68.8651,76.7354,0.0,0.0,104.2814,76.3419,124.7442,39.3515,0.0,131.0405,71.2262,50.3699,0.0,0.0,0.0,0.0,50.2417,45.1245,83.7362,34.4249,33.0293,63.2673,58.1501,79.5494,81.4102,90.7142,0.0,0.0,123.2782,90.249,147.4687,46.5201,0.0,154.9119,84.2014,59.5457,0.0,0.0,0.0,0.0,0.0
360,38.7031,34.7611,64.5052,26.5188,25.4437,48.7373,44.7953,61.2799,62.7134,69.8806,0.0,0.0,94.966,69.5223,113.6008,35.8362,0.0,119.3346,64.8636,45.8704,0.0,0.0,0.0,0.0,41.0886,36.9037,68.481,28.1533,27.012,51.7412,47.5563,65.057,66.5788,74.1878,0.0,0.0,100.8193,73.8073,120.6027,38.045,0.0,126.6899,68.8615,48.6976,0.0,0.0,0.0,0.0,46.5176,41.7797,77.5293,31.8731,30.581,58.5777,53.8398,73.6528,75.3757,83.99,0.0,0.0,114.1403,83.5593,136.5376,43.0718,0.0,143.4291,77.96,55.1319,0.0,0.0,0.0,0.0,0.0
361,38.5562,34.6291,64.2603,26.4181,25.3471,48.5522,44.6252,61.0473,62.4753,69.6153,0.0,0.0,94.6054,69.2583,113.1695,35.7001,0.0,118.8815,64.6173,45.6962,0.0,0.0,0.0,0.0,40.6126,36.4762,67.6877,27.8272,26.699,51.1418,47.0054,64.3033,65.8075,73.3283,0.0,0.0,99.6513,72.9523,119.2056,37.6043,0.0,125.2223,68.0637,48.1335,0.0,0.0,0.0,0.0,45.0313,40.4448,75.0522,30.8548,29.6039,56.7061,52.1196,71.2996,72.9674,81.3065,0.0,0.0,110.4935,80.8896,132.1753,41.6957,0.0,138.8466,75.4692,53.3705,0.0,0.0,0.0,0.0,0.0
362,38.5829,34.6531,64.3048,26.4364,25.3647,48.5858,44.6561,61.0896,62.5186,69.6635,0.0,0.0,94.671,69.3063,113.2479,35.7249,0.0,118.9639,64.662,45.7279,0.0,0.0,0.0,0.0,40.5956,36.4609,67.6594,27.8155,26.6879,51.1204,46.9857,64.2764,65.7799,73.2977,0.0,0.0,99.6096,72.9218,119.1557,37.5885,0.0,125.1698,68.0353,48.1133,0.0,0.0,0.0,0.0,43.8867,39.4168,73.1446,30.0705,28.8515,55.2648,50.7948,69.4873,71.1128,79.24,0.0,0.0,107.6851,78.8336,128.8157,40.6359,0.0,135.3175,73.5509,52.0139,0.0,0.0,0.0,0.0,0.0
363,40.333,36.225,67.2217,27.6356,26.5152,50.7897,46.6817,63.8606,65.3544,72.8235,0.0,0.0,98.9652,72.45,118.3848,37.3454,0.0,124.3601,67.5951,47.8021,0.0,0.0,0.0,0.0,40.8336,36.6746,68.056,27.9786,26.8443,51.4201,47.2611,64.6532,66.1656,73.7274,0.0,0.0,100.1936,73.3493,119.8542,37.8089,0.0,125.9037,68.4341,48.3954,0.0,0.0,0.0,0.0,43.4938,39.0639,72.4897,29.8013,28.5932,54.77,50.3401,68.8652,70.4761,78.5305,0.0,0.0,106.721,78.1278,127.6624,40.2721,0.0,134.106,72.8924,51.5482,0.0,0.0,0.0,0.0,0.0
364,44.2474,39.7407,73.7457,30.3177,29.0886,55.719,51.2123,70.0584,71.6972,79.8911,0.0,0.0,108.57,79.4814,129.8743,40.9698,0.0,136.4295,74.1554,52.4414,0.0,0.0,0.0,0.0,41.4626,37.2396,69.1044,28.4096,27.2578,52.2122,47.9891,65.6491,67.1848,74.8631,0.0,0.0,101.737,74.4791,121.7005,38.3913,0.0,127.8431,69.4883,49.1409,0.0,0.0,0.0,0.0,44.0576,39.5702,73.4293,30.1876,28.9638,55.4799,50.9926,69.7578,71.3896,79.5484,0.0,0.0,108.1042,79.1405,129.3171,40.7941,0.0,135.8442,73.8372,52.2164,0.0,0.0,0.0,0.0,0.0
365,50.6467,45.4882,84.4112,34.7024,33.2955,63.7773,58.6189,80.1906,82.0664,91.4454,0.0,0.0,124.272,90.9765,148.6575,46.8951,0.0,156.1607,84.8801,60.0257,0.0,0.0,0.0,0.0,43.6556,39.2092,72.7593,29.9122,28.6995,54.9737,50.5273,69.1214,70.7382,78.8226,0.0,0.0,107.1179,78.4184,128.1373,40.4218,0.0,134.6048,73.1635,51.74,0.0,0.0,0.0,0.0,46.7226,41.9638,77.8709,32.0136,30.7158,58.8358,54.077,73.9774,75.7078,84.3602,0.0,0.0,114.6433,83.9276,137.1394,43.2616,0.0,144.0612,78.3035,55.3749,0.0,0.0,0.0,0.0,0.0
366,53.5324,48.08,89.2207,36.6796,35.1926,67.4112,61.9588,84.7596,86.7423,96.6557,0.0,0.0,131.3527,96.1601,157.1275,49.567,0.0,165.0583,89.7164,63.4458,0.0,0.0,0.0,0.0,47.1236,42.3239,78.5393,32.2884,30.9794,59.3408,54.5412,74.6123,76.3576,85.0842,0.0,0.0,115.6273,84.6479,138.3164,43.6329,0.0,145.2977,78.9756,55.8501,0.0,0.0,0.0,0.0,52.8554,47.472,88.0924,36.2158,34.7475,66.5587,61.1753,83.6878,85.6454,95.4334,0.0,0.0,129.6916,94.944,155.1405,48.9402,0.0,162.9709,88.5818,62.6435,0.0,0.0,0.0,0.0,0.0
367,50.8204,45.6442,84.7006,34.8214,33.4097,63.996,58.8199,80.4656,82.3478,91.759,0.0,0.0,124.6982,91.2885,149.1672,47.0559,0.0,156.6962,85.1712,60.2316,0.0,0.0,0.0,0.0,46.9366,42.156,78.2276,32.1602,30.8564,59.1053,54.3247,74.3162,76.0546,84.7466,0.0,0.0,115.1684,84.312,137.7675,43.4598,0.0,144.7211,78.6622,55.6285,0.0,0.0,0.0,0.0,57.1604,51.3385,95.2673,39.1655,37.5777,71.9798,66.1579,90.504,92.621,103.2063,0.0,0.0,140.2547,102.677,167.7763,52.9263,0.0,176.2445,95.7966,67.7457,0.0,0.0,0.0,0.0,0.0
368,47.9748,43.0884,79.9579,32.8716,31.539,60.4127,55.5263,75.96,77.7369,86.6211,0.0,0.0,117.7159,86.1769,140.8148,44.4211,0.0,147.9222,80.4022,56.859,0.0,0.0,0.0,0.0,46.8006,42.0338,78.0009,32.0671,30.767,58.934,54.1673,74.1009,75.8343,84.501,0.0,0.0,114.8347,84.0677,137.3683,43.3339,0.0,144.3017,78.4343,55.4673,0.0,0.0,0.0,0.0,60.2866,54.1463,100.4777,41.3075,39.6329,75.9165,69.7762,95.4538,97.6866,108.8508,0.0,0.0,147.9255,108.2926,176.9524,55.8209,0.0,185.8837,101.0359,71.4508,0.0,0.0,0.0,0.0,0.0
369,46.2781,41.5646,77.1301,31.7091,30.4236,58.2761,53.5626,73.2736,74.9876,83.5576,0.0,0.0,113.5527,83.1291,135.8347,42.8501,0.0,142.6907,77.5586,54.8481,0.0,0.0,0.0,0.0,46.2736,41.5605,77.1226,31.706,30.4206,58.2704,53.5574,73.2665,74.9803,83.5495,0.0,0.0,113.5416,83.121,135.8215,42.8459,0.0,142.6768,77.5511,54.8428,0.0,0.0,0.0,0.0,62.4733,56.1102,104.1221,42.8058,41.0704,78.67,72.307,98.916,101.2298,112.799,0.0,0.0,153.2909,112.2205,183.3706,57.8456,0.0,192.6259,104.7006,74.0424,0.0,0.0,0.0,0.0,0.0
370,45.2494,40.6406,75.4156,31.0042,29.7473,56.9807,52.372,71.6449,73.3208,81.7003,0.0,0.0,111.0286,81.2813,132.8153,41.8976,0.0,139.5189,75.8346,53.6289,0.0,0.0,0.0,0.0,45.0836,40.4917,75.1393,30.8906,29.6383,56.7719,52.1801,71.3823,73.0521,81.4009,0.0,0.0,110.6218,80.9835,132.3287,41.7441,0.0,139.0077,75.5567,53.4324,0.0,0.0,0.0,0.0,64.1816,57.6446,106.9693,43.9763,42.1935,80.8213,74.2842,101.6208,103.9979,115.8834,0.0,0.0,157.4826,115.2891,188.3848,59.4274,0.0,197.8932,107.5636,76.0671,0.0,0.0,0.0,0.0,0.0
371,44.3409,39.8247,73.9015,30.3817,29.15,55.8367,51.3205,70.2065,71.8487,80.06,0.0,0.0,108.7995,79.6494,130.1488,41.0564,0.0,136.7178,74.3121,52.5522,0.0,0.0,0.0,0.0,44.6926,40.1406,74.4876,30.6227,29.3812,56.2796,51.7275,70.7633,72.4185,80.6949,0.0,0.0,109.6624,80.2811,131.181,41.382,0.0,137.8021,74.9015,52.969,0.0,0.0,0.0,0.0,64.5916,58.0128,107.6526,44.2572,42.463,81.3376,74.7588,102.27,104.6623,116.6237,0.0,0.0,158.4886,116.0256,189.5883,59.807,0.0,199.1574,108.2507,76.553,0.0,0.0,0.0,0.0,0.0
372,43.6329,39.1888,72.7214,29.8966,28.6846,54.9451,50.501,69.0854,70.7014,78.7815,0.0,0.0,107.0621,78.3775,128.0705,40.4008,0.0,134.5346,73.1254,51.713,0.0,0.0,0.0,0.0,44.2676,39.7589,73.7793,30.3315,29.1018,55.7444,51.2356,70.0904,71.7299,79.9276,0.0,0.0,108.6195,79.5177,129.9336,40.9885,0.0,136.4917,74.1892,52.4653,0.0,0.0,0.0,0.0,64.1474,57.6139,106.9124,43.9529,42.171,80.7782,74.2447,101.5668,103.9426,115.8217,0.0,0.0,157.3988,115.2278,188.2846,59.3958,0.0,197.7879,107.5063,76.0266,0.0,0.0,0.0,0.0,0.0
373,43.0584,38.6728,71.764,29.503,28.3069,54.2217,49.8361,68.1758,69.7705,77.7443,0.0,0.0,105.6525,77.3456,126.3843,39.8689,0.0,132.7634,72.1627,51.0322,0.0,0.0,0.0,0.0,43.7746,39.3161,72.9577,29.9937,28.7777,55.1236,50.665,69.3098,70.9311,79.0375,0.0,0.0,107.4099,78.6321,128.4865,40.532,0.0,134.9717,73.363,51.881,0.0,0.0,0.0,0.0,63.9253,57.4144,106.5422,43.8007,42.025,80.4986,73.9877,101.2151,103.5827,115.4208,0.0,0.0,156.8538,114.8289,187.6327,59.1901,0.0,197.1031,107.1341,75.7634,0.0,0.0,0.0,0.0,0.0
374,42.5641,38.2288,70.9401,29.1643,27.9819,53.5992,49.264,67.3931,68.9696,76.8518,0.0,0.0,104.4396,76.4577,124.9334,39.4112,0.0,131.2392,71.3342,50.4463,0.0,0.0,0.0,0.0,43.5026,39.0718,72.5043,29.8073,28.5989,54.781,50.3502,68.8791,70.4903,78.5464,0.0,0.0,106.7425,78.1436,127.6882,40.2802,0.0,134.133,72.9071,51.5586,0.0,0.0,0.0,0.0,63.0028,56.5859,105.0047,43.1686,41.4185,79.3369,72.92,99.7545,102.0879,113.7551,0.0,0.0,154.5903,113.1718,184.925,58.336,0.0,194.2588,105.5881,74.67,0.0,0.0,0.0,0.0,0.0
375,43.2053,38.8048,72.0089,29.6037,28.4035,54.4067,50.0062,68.4085,70.0087,78.0096,0.0,0.0,106.0131,77.6096,126.8157,40.0049,0.0,133.2165,72.409,51.2063,0.0,0.0,0.0,0.0,43.4856,39.0565,72.476,29.7957,28.5878,54.7596,50.3306,68.8522,70.4628,78.5157,0.0,0.0,106.7008,78.113,127.6383,40.2644,0.0,134.0806,72.8786,51.5385,0.0,0.0,0.0,0.0,61.8924,55.5886,103.1541,42.4078,40.6885,77.9386,71.6348,97.9964,100.2887,111.7502,0.0,0.0,151.8657,111.1772,181.6658,57.3078,0.0,190.835,103.7271,73.354,0.0,0.0,0.0,0.0,0.0
376,45.9174,41.2406,76.5289,31.4619,30.1864,57.8219,53.1451,72.7025,74.4031,82.9064,0.0,0.0,112.6676,82.4812,134.776,42.5161,0.0,141.5786,76.9541,54.4206,0.0,0.0,0.0,0.0,45.5256,40.8887,75.876,31.1935,29.9289,57.3285,52.6916,72.0822,73.7683,82.199,0.0,0.0,111.7063,81.7774,133.626,42.1533,0.0,140.3705,76.2975,53.9562,0.0,0.0,0.0,0.0,62.2512,55.9108,103.752,42.6536,40.9244,78.3904,72.05,98.5644,100.87,112.398,0.0,0.0,152.746,111.8216,182.7188,57.64,0.0,191.9412,104.3284,73.7792,0.0,0.0,0.0,0.0,0.0
377,51.2212,46.0042,85.3686,35.096,33.6732,64.5007,59.2838,81.1002,82.9973,92.4827,0.0,0.0,125.6816,92.0084,150.3436,47.427,0.0,157.932,85.8429,60.7066,0.0,0.0,0.0,0.0,53.2605,47.8358,88.7675,36.4933,35.0139,67.0688,61.6441,84.3291,86.3017,96.1648,0.0,0.0,130.6855,95.6717,156.3295,49.3153,0.0,164.2199,89.2607,63.1236,0.0,0.0,0.0,0.0,69.2724,62.2169,115.454,47.4644,45.5402,87.2319,80.1764,109.6813,112.2469,125.0751,0.0,0.0,169.9739,124.4337,203.3273,64.1411,0.0,213.5898,116.0954,82.1006,0.0,0.0,0.0,0.0,0.0
378,51.3681,46.1362,85.6136,35.1967,33.7698,64.6858,59.4539,81.3329,83.2354,92.748,0.0,0.0,126.0422,92.2724,150.775,47.5631,0.0,158.3851,86.0892,60.8808,0.0,0.0,0.0,0.0,55.2325,49.607,92.0541,37.8445,36.3102,69.552,63.9265,87.4514,89.4971,99.7253,0.0,0.0,135.5242,99.2139,162.1176,51.1412,0.0,170.3002,92.5656,65.4607,0.0,0.0,0.0,0.0,71.4078,64.1348,119.013,48.9276,46.944,89.9209,82.6479,113.0623,115.7071,128.9307,0.0,0.0,175.2135,128.2695,209.5951,66.1183,0.0,220.174,119.6742,84.6314,0.0,0.0,0.0,0.0,0.0
379,50.5799,45.4283,84.2999,34.6566,33.2516,63.6932,58.5416,80.0849,81.9582,91.3248,0.0,0.0,124.1081,90.8565,148.4614,46.8333,0.0,155.9547,84.7682,59.9466,0.0,0.0,0.0,0.0,55.2835,49.6528,92.1391,37.8794,36.3438,69.6162,63.9855,87.5322,89.5797,99.8174,0.0,0.0,135.6493,99.3055,162.2673,51.1884,0.0,170.4574,92.651,65.5212,0.0,0.0,0.0,0.0,69.3578,62.2936,115.5963,47.5229,45.5963,87.3394,80.2752,109.8165,112.3853,125.2294,0.0,0.0,170.1835,124.5872,203.578,64.2202,0.0,213.8532,116.2385,82.2018,0.0,0.0,0.0,0.0,0.0
380,49.3909,44.3603,82.3182,33.8419,32.4699,62.1959,57.1654,78.2023,80.0315,89.178,0.0,0.0,121.1906,88.7207,144.9714,45.7323,0.0,152.2886,82.7755,58.5374,0.0,0.0,0.0,0.0,53.7535,48.2786,89.5892,36.8311,35.338,67.6896,62.2147,85.1097,87.1006,97.0549,0.0,0.0,131.8952,96.5572,157.7765,49.7718,0.0,165.74,90.0869,63.7079,0.0,0.0,0.0,0.0,66.7953,59.9921,111.3255,45.7672,43.9117,84.1126,77.3094,105.7593,108.2332,120.6027,0.0,0.0,163.8959,119.9842,196.0566,61.8475,0.0,205.9522,111.944,79.1648,0.0,0.0,0.0,0.0,0.0
381,45.4899,40.8566,75.8164,31.169,29.9054,57.2835,52.6503,72.0256,73.7104,82.1345,0.0,0.0,111.6186,81.7133,133.5212,42.1202,0.0,140.2604,76.2376,53.9139,0.0,0.0,0.0,0.0,50.9485,45.7593,84.9142,34.9092,33.4939,64.1574,58.9682,80.6685,82.5555,91.9904,0.0,0.0,125.0126,91.5187,149.5434,47.1746,0.0,157.0913,85.386,60.3834,0.0,0.0,0.0,0.0,62.4391,56.0796,104.0652,42.7823,41.0479,78.627,72.2675,98.8619,101.1745,112.7373,0.0,0.0,153.2071,112.1591,183.2703,57.814,0.0,192.5206,104.6433,74.0019,0.0,0.0,0.0,0.0,0.0
382,42.2301,37.9289,70.3835,28.9354,27.7624,53.1786,48.8774,66.8643,68.4284,76.2488,0.0,0.0,103.6201,75.8577,123.9531,39.1019,0.0,130.2094,70.7745,50.0505,0.0,0.0,0.0,0.0,47.2426,42.4308,78.7376,32.3699,31.0576,59.4906,54.6789,74.8007,76.5504,85.2991,0.0,0.0,115.9193,84.8616,138.6657,43.7431,0.0,145.6646,79.175,55.9912,0.0,0.0,0.0,0.0,56.6308,50.8629,94.3847,38.8026,37.2295,71.3129,65.5449,89.6655,91.7629,102.2501,0.0,0.0,138.9552,101.7257,166.2219,52.4359,0.0,174.6117,94.909,67.118,0.0,0.0,0.0,0.0,0.0
383,40.8674,36.705,68.1123,28.0017,26.8665,51.4626,47.3002,64.7067,66.2203,73.7883,0.0,0.0,100.2765,73.4099,119.9534,37.8402,0.0,126.0078,68.4907,48.4354,0.0,0.0,0.0,0.0,44.3186,39.8047,73.8643,30.3664,29.1354,55.8086,51.2947,70.1711,71.8125,80.0197,0.0,0.0,108.7447,79.6093,130.0833,41.0357,0.0,136.649,74.2747,52.5257,0.0,0.0,0.0,0.0,51.1984,45.9837,85.3306,35.0804,33.6582,64.472,59.2574,81.0641,82.9603,92.4415,0.0,0.0,125.6256,91.9674,150.2767,47.4059,0.0,157.8616,85.8047,60.6795,0.0,0.0,0.0,0.0,0.0
384,40.6937,36.549,67.8229,27.8827,26.7524,51.2439,47.0992,64.4317,65.9389,73.4748,0.0,0.0,99.8503,73.098,119.4436,37.6794,0.0,125.4723,68.1997,48.2296,0.0,0.0,0.0,0.0,43.3326,38.9191,72.221,29.6909,28.4872,54.567,50.1535,68.6099,70.2149,78.2394,0.0,0.0,106.3254,77.8382,127.1892,40.1228,0.0,133.6088,72.6222,51.3572,0.0,0.0,0.0,0.0,47.5425,42.7003,79.2376,32.5755,31.2548,59.8684,55.0261,75.2757,77.0365,85.8407,0.0,0.0,116.6553,85.4005,139.5462,44.0209,0.0,146.5895,79.6778,56.3467,0.0,0.0,0.0,0.0,0.0
385,40.8273,36.669,68.0455,27.9743,26.8402,51.4122,47.2538,64.6432,66.1554,73.716,0.0,0.0,100.1781,73.338,119.8357,37.8031,0.0,125.8842,68.4236,48.3879,0.0,0.0,0.0,0.0,42.7546,38.4,71.2577,29.2948,28.1072,53.8391,49.4845,67.6948,69.2783,77.1958,0.0,0.0,104.9071,76.7999,125.4927,39.5876,0.0,131.8267,71.6535,50.6721,0.0,0.0,0.0,0.0,45.4926,40.8591,75.8209,31.1708,29.9071,57.2869,52.6534,72.0299,73.7148,82.1394,0.0,0.0,111.6253,81.7181,133.5291,42.1227,0.0,140.2687,76.2422,53.9171,0.0,0.0,0.0,0.0,0.0
386,41.5888,37.3529,69.3147,28.496,27.3408,52.3711,48.1352,65.849,67.3893,75.0909,0.0,0.0,102.0466,74.7058,122.0709,38.5082,0.0,128.2322,69.6998,49.2905,0.0,0.0,0.0,0.0,42.6526,38.3084,71.0877,29.2249,28.0401,53.7107,49.3664,67.5333,69.113,77.0116,0.0,0.0,104.6569,76.6167,125.1933,39.4932,0.0,131.5122,71.4826,50.5512,0.0,0.0,0.0,0.0,44.3992,39.8771,73.9987,30.4217,29.1884,55.9102,51.388,70.2988,71.9432,80.1653,0.0,0.0,108.9426,79.7542,130.32,41.1104,0.0,136.8977,74.4098,52.6213,0.0,0.0,0.0,0.0,0.0
387,43.3924,38.9728,72.3206,29.7318,28.5265,54.6423,50.2227,68.7046,70.3117,78.3474,0.0,0.0,106.472,77.9456,127.3647,40.1781,0.0,133.7932,72.7224,51.428,0.0,0.0,0.0,0.0,43.1116,38.7206,71.8527,29.5394,28.3419,54.2887,49.8977,68.26,69.8568,77.8404,0.0,0.0,105.7831,77.4412,126.5405,39.9181,0.0,132.9274,72.2518,51.0952,0.0,0.0,0.0,0.0,44.1942,39.693,73.6571,30.2812,29.0536,55.652,51.1507,69.9742,71.611,79.7952,0.0,0.0,108.4396,79.386,129.7183,40.9206,0.0,136.2656,74.0663,52.3784,0.0,0.0,0.0,0.0,0.0
388,48.1618,43.2564,80.2697,32.9998,31.6619,60.6482,55.7428,76.2562,78.04,86.9588,0.0,0.0,118.1748,86.5129,141.3638,44.5943,0.0,148.4989,80.7156,57.0807,0.0,0.0,0.0,0.0,44.3526,39.8352,73.921,30.3897,29.1577,55.8514,51.334,70.2249,71.8676,80.0811,0.0,0.0,108.8281,79.6704,130.1831,41.0672,0.0,136.7538,74.3317,52.566,0.0,0.0,0.0,0.0,44.6897,40.1379,74.4828,30.6207,29.3793,56.2759,51.7241,70.7586,72.4138,80.6897,0.0,0.0,109.6552,80.2759,131.1724,41.3793,0.0,137.7931,74.8966,52.9655,0.0,0.0,0.0,0.0,0.0
389,55.2558,49.6279,92.093,37.8605,36.3256,69.5814,63.9535,87.4884,89.5349,99.7674,0.0,0.0,135.5814,99.2558,162.186,51.1628,0.0,170.3721,92.6047,65.4884,0.0,0.0,0.0,0.0,47.5996,42.7515,79.3326,32.6145,31.2923,59.9402,55.0921,75.366,77.1289,85.9436,0.0,0.0,116.7952,85.5029,139.7135,44.0737,0.0,146.7653,79.7733,56.4143,0.0,0.0,0.0,0.0,47.5084,42.6696,79.1806,32.552,31.2324,59.8254,54.9866,75.2216,76.9812,85.779,0.0,0.0,116.5715,85.3391,139.4459,43.9892,0.0,146.4842,79.6205,56.3062,0.0,0.0,0.0,0.0,0.0
390,58.4755,52.5197,97.4592,40.0666,38.4422,73.6358,67.68,92.5862,94.752,105.5808,0.0,0.0,143.4816,105.0393,171.6364,54.144,0.0,180.2995,98.0006,69.3043,0.0,0.0,0.0,0.0,51.6795,46.4159,86.1325,35.41,33.9745,65.0779,59.8143,81.8259,83.74,93.3102,0.0,0.0,126.8062,92.8317,151.689,47.8514,0.0,159.3452,86.611,61.2498,0.0,0.0,0.0,0.0,53.7096,48.2392,89.516,36.801,35.3091,67.6343,62.1639,85.0402,87.0294,96.9756,0.0,0.0,131.7874,96.4783,157.6476,49.7311,0.0,165.6046,90.0133,63.6558,0.0,0.0,0.0,0.0,0.0
391,54.6813,49.1119,91.1356,37.4668,35.9479,68.858,63.2886,86.5788,88.604,98.7302,0.0,0.0,134.1718,98.2239,160.4999,50.6309,0.0,168.6008,91.6419,64.8075,0.0,0.0,0.0,0.0,50.4555,45.3165,84.0926,34.5714,33.1698,63.5366,58.3976,79.8879,81.7567,91.1003,0.0,0.0,123.8029,90.6331,148.0963,46.7181,0.0,155.5712,84.5597,59.7991,0.0,0.0,0.0,0.0,58.3904,52.4432,97.3173,40.0082,38.3863,73.5286,67.5815,92.4514,94.614,105.4271,0.0,0.0,143.2727,104.8864,171.3866,54.0652,0.0,180.037,97.858,69.2034,0.0,0.0,0.0,0.0,0.0
392,50.1791,45.0683,83.6319,34.382,32.9881,63.1885,58.0777,79.4503,81.3088,90.6012,0.0,0.0,123.1247,90.1366,147.285,46.4621,0.0,154.719,84.0965,59.4715,0.0,0.0,0.0,0.0,49.2995,44.2783,82.1659,33.7793,32.4099,62.0809,57.0597,78.0576,79.8835,89.0131,0.0,0.0,120.9665,88.5566,144.7033,45.6477,0.0,152.0069,82.6224,58.4291,0.0,0.0,0.0,0.0,60.9699,54.76,101.6166,41.7757,40.0821,76.777,70.5671,96.5357,98.7939,110.0846,0.0,0.0,149.6022,109.5201,178.9581,56.4537,0.0,187.9907,102.1811,72.2607,0.0,0.0,0.0,0.0,0.0
393,47.0396,42.2485,78.3993,32.2308,30.9242,59.235,54.444,74.4793,76.2215,84.9326,0.0,0.0,115.4212,84.497,138.0699,43.5552,0.0,145.0387,78.8349,55.7506,0.0,0.0,0.0,0.0,48.2116,43.3011,80.3526,33.0338,31.6946,60.7108,55.8004,76.335,78.1206,87.0486,0.0,0.0,118.2969,86.6022,141.5098,44.6403,0.0,148.6523,80.799,57.1396,0.0,0.0,0.0,0.0,63.2933,56.8467,105.4888,43.3676,41.6095,79.7026,73.2561,100.2143,102.5585,114.2795,0.0,0.0,155.3029,113.6935,185.7774,58.6049,0.0,195.1542,106.0748,75.0142,0.0,0.0,0.0,0.0,0.0
394,44.6482,40.1007,74.4137,30.5923,29.3521,56.2237,51.6762,70.693,72.3466,80.6148,0.0,0.0,109.5534,80.2014,131.0507,41.3409,0.0,137.6653,74.8271,52.9164,0.0,0.0,0.0,0.0,47.0216,42.2323,78.3693,32.2185,30.9123,59.2123,54.4231,74.4508,76.1924,84.9,0.0,0.0,115.377,84.4647,138.017,43.5385,0.0,144.9832,78.8047,55.7293,0.0,0.0,0.0,0.0,64.0449,57.5218,106.7415,43.8826,42.1036,80.6492,74.1261,101.4045,103.7765,115.6367,0.0,0.0,157.1473,115.0437,187.9837,59.3009,0.0,197.4718,107.3345,75.9051,0.0,0.0,0.0,0.0,0.0
395,43.0584,38.6728,71.764,29.503,28.3069,54.2217,49.8361,68.1758,69.7705,77.7443,0.0,0.0,105.6525,77.3456,126.3843,39.8689,0.0,132.7634,72.1627,51.0322,0.0,0.0,0.0,0.0,45.6786,41.0261,76.131,31.2983,30.0294,57.5212,52.8687,72.3244,74.0162,82.4752,0.0,0.0,112.0817,82.0523,134.0751,42.295,0.0,140.8423,76.5539,54.1376,0.0,0.0,0.0,0.0,64.677,58.0895,107.795,44.3157,42.5191,81.4451,74.8576,102.4053,104.8007,116.7779,0.0,0.0,158.6982,116.1791,189.839,59.8861,0.0,199.4208,108.3939,76.6542,0.0,0.0,0.0,0.0,0.0
396,41.856,37.5929,69.76,28.6791,27.5165,52.7076,48.4445,66.272,67.8222,75.5734,0.0,0.0,102.7023,75.1858,122.8551,38.7556,0.0,129.056,70.1476,49.6071,0.0,0.0,0.0,0.0,44.8286,40.2627,74.7143,30.7159,29.4706,56.4508,51.8849,70.9786,72.6389,80.9405,0.0,0.0,109.9961,80.5254,131.5802,41.5079,0.0,138.2215,75.1294,53.1302,0.0,0.0,0.0,0.0,63.9253,57.4144,106.5422,43.8007,42.025,80.4986,73.9877,101.2151,103.5827,115.4208,0.0,0.0,156.8538,114.8289,187.6327,59.1901,0.0,197.1031,107.1341,75.7634,0.0,0.0,0.0,0.0,0.0
397,40.9342,36.765,68.2237,28.0475,26.9104,51.5468,47.3775,64.8125,66.3286,73.909,0.0,0.0,100.4404,73.5299,120.1494,37.902,0.0,126.2138,68.6027,48.5146,0.0,0.0,0.0,0.0,44.4206,39.8963,74.0343,30.4363,29.2024,55.937,51.4127,70.3326,71.9778,80.2038,0.0,0.0,108.995,79.7925,130.3827,41.1302,0.0,136.9635,74.4456,52.6466,0.0,0.0,0.0,0.0,63.3445,56.8928,105.5742,43.4027,41.6432,79.7672,73.3154,100.2955,102.6416,114.372,0.0,0.0,155.4287,113.7855,185.9279,58.6523,0.0,195.3122,106.1607,75.075,0.0,0.0,0.0,0.0,0.0
398,40.2395,36.141,67.0658,27.5715,26.4537,50.6719,46.5735,63.7125,65.2029,72.6546,0.0,0.0,98.7358,72.282,118.1103,37.2588,0.0,124.0717,67.4384,47.6912,0.0,0.0,0.0,0.0,43.5026,39.0718,72.5043,29.8073,28.5989,54.781,50.3502,68.8791,70.4903,78.5464,0.0,0.0,106.7425,78.1436,127.6882,40.2802,0.0,134.133,72.9071,51.5586,0.0,0.0,0.0,0.0,62.5245,56.1563,104.2075,42.8409,41.1041,78.7346,72.3663,98.9972,101.3129,112.8915,0.0,0.0,153.4166,112.3126,183.521,57.8931,0.0,192.7839,104.7865,74.1031,0.0,0.0,0.0,0.0,0.0
